,Account,Location,Gender,Rank,Follow,Follower,Weibo,FeedTime,GetTime,Type,Sentence,ParentMid,Share,Comment,Good
69,我在垦丁天气晴__,None,None,None,None,None,None,None,None,comment,,4348596247073582,None,None,None
70,YMM客源_m154,None,None,None,None,None,None,None,None,comment,真是不错呢,4348337958473677,None,None,None
71,未注册_13,None,None,None,None,None,None,None,None,comment,隔壁f牌靠着双十一火起来，DQ就没有这个命🙊,4347193861403989,None,None,None
72,我不是张肉松,None,None,None,None,None,None,None,None,comment,,4347193861403989,None,None,None
73,baby_凇凇,None,None,None,None,None,None,None,None,comment,,4347193861403989,None,None,None
74,没品音乐,None,None,None,None,None,None,None,None,comment,回复@十四点:思魅欧珀莱真的太可惜了。我个人认为它十年前的产品包装和广告画面，放到现在都能吊打一众品牌。听说被升级为欧珀莱金色的那个系列了。,4347193861403989,None,None,None
75,cocool_qaq,None,None,None,None,None,None,None,None,comment,我曾经好几年挺喜欢用心机，尽管大多数产品包装都像迪斯科球那样亮瞎我,4347193861403989,None,None,None
76,李土豆r,None,None,None,None,None,None,None,None,comment,None or emoji,4347193861403989,None,None,None
77,十四点,None,None,None,None,None,None,None,None,comment,对了，欧珀莱还有一个高端品牌，欧珀莱思魅，也没了,4347193861403989,None,None,None
78,Mochizuki_15,None,None,None,None,None,None,None,None,comment,我真的很爱蒂珂,4347193861403989,None,None,None
79,十四点,None,None,None,None,None,None,None,None,comment,回复@大号的打哈欠_648:怡丽丝尔在CS渠道半死不活了大半辈子，被电商和专柜救活了,4347193861403989,None,None,None
80,大号的打哈欠_648,None,None,None,None,None,None,None,None,comment,回复@十四点:一粒屎儿农村包围城市，群众基础好,4347193861403989,None,None,None
81,抛弃所有只为你元,None,None,None,None,None,None,None,None,comment,,4346918756678249,None,None,None
82,刘娜尔多,None,None,None,None,None,None,None,None,comment,回复@WuuuuuuuuuW:可是一直没有啊？,4346918756678249,None,None,None
83,WuuuuuuuuuW,None,None,None,None,None,None,None,None,comment,没有凝血酸吗？？,4346918756678249,None,None,None
84,WuuuuuuuuuW,None,None,None,None,None,None,None,None,comment,回复@刘娜尔多:这好像会在屈臣氏卖,4346918756678249,None,None,None
85,FJ_希風,None,None,None,None,None,None,None,None,comment,之前中了一套蓝色还没用呢,4346918756678249,None,None,None
86,yoyoyo柚子啊_,None,None,None,None,None,None,None,None,comment,我喜欢即无刺激又能美白,4346918756678249,None,None,None
87,阿颖今天开心吗,None,None,None,None,None,None,None,None,comment,敏感肌来啦！,4346918756678249,None,None,None
88,刘娜尔多,None,None,None,None,None,None,None,None,comment,这也太美了吧只可惜国内没有卖,4346918756678249,None,None,None
89,寧寧愛麗絲,None,None,None,None,None,None,None,None,comment,敏感肌的最爱,4346918756678249,None,None,None
90,不吃胡萝卜的逗比民谣猫,None,None,None,None,None,None,None,None,comment,,4346918756678249,None,None,None
91,谁也找不到我哇,None,None,None,None,None,None,None,None,comment,,4346234456398661,None,None,None
92,取一只青梨,None,None,None,None,None,None,None,None,comment,回复@谁也找不到我哇:行叭,4346234456398661,None,None,None
93,取一只青梨,None,None,None,None,None,None,None,None,comment,回复@谁也找不到我哇:植村秀RD180！好看！买！,4346234456398661,None,None,None
94,谁也找不到我哇,None,None,None,None,None,None,None,None,comment,回复@取一只青梨:我是专业的,4346234456398661,None,None,None
95,取一只青梨,None,None,None,None,None,None,None,None,comment,,4346234456398661,None,None,None
96,谁也找不到我哇,None,None,None,None,None,None,None,None,comment,回复@取一只青梨:你不觉得我写的很真诚吗？,4346234456398661,None,None,None
97,谁也找不到我哇,None,None,None,None,None,None,None,None,comment,,4346234456398661,None,None,None
98,取一只青梨,None,None,None,None,None,None,None,None,comment,怎么没有唇膏💄,4346234456398661,None,None,None
99,取一只青梨,None,None,None,None,None,None,None,None,comment,哈哈哈哈哈一本正经的胡说八道就是你,4346234456398661,None,None,None
100,liyazai,None,None,None,None,None,None,None,None,comment,,4345782788519866,None,None,None
101,好喜欢吃回锅肉,None,None,None,None,None,None,None,None,comment,回复@夕夕晚风April:好！等我,4345518781667238,None,None,None
102,夕夕晚风April,None,None,None,None,None,None,None,None,comment,,4345518781667238,None,None,None
103,好喜欢吃回锅肉,None,None,None,None,None,None,None,None,comment,,4345518781667238,None,None,None
104,夕夕晚风April,None,None,None,None,None,None,None,None,comment,回复@好喜欢吃回锅肉:但芙丽芳丝就很好用......很奇怪……,4345518781667238,None,None,None
105,好喜欢吃回锅肉,None,None,None,None,None,None,None,None,comment,回复@夕夕晚风April:我感觉日系只要和钱敏感肌挂钩的都不怎么保湿,4345518781667238,None,None,None
106,夕夕晚风April,None,None,None,None,None,None,None,None,comment,,4345518781667238,None,None,None
107,好喜欢吃回锅肉,None,None,None,None,None,None,None,None,comment,回复@夕夕晚风April:你用的乳还是霜～,4345518781667238,None,None,None
108,夕夕晚风April,None,None,None,None,None,None,None,None,comment,我都不知道我的珂润何时能用完.....好耐用....,4345518781667238,None,None,None
109,一棵人参一个坑,None,None,None,None,None,None,None,None,comment,回复@好喜欢吃回锅肉:啵叽谢谢！好多年前就知道有巧克力味的今天终于见到了！开心！,4345518781667238,None,None,None
110,好喜欢吃回锅肉,None,None,None,None,None,None,None,None,comment,,4345518781667238,None,None,None
111,一只羊涵,None,None,None,None,None,None,None,None,comment,回复@晚来天欲雪ys:卧槽，发广告还有理了举报她,4345395469949329,None,None,None
112,晚来天欲雪ys,None,None,None,None,None,None,None,None,comment,回复@一只羊涵:主要他骂完就拉黑我！还没等我看到就把我拉黑了！,4345395469949329,None,None,None
113,一只羊涵,None,None,None,None,None,None,None,None,comment,回复@晚来天欲雪ys:怼她！,4345395469949329,None,None,None
114,晚来天欲雪ys,None,None,None,None,None,None,None,None,comment,回复@周杰伦的称职前女友:哈哈哈哈哈可惜我来晚了没赶上和他对骂！,4345395469949329,None,None,None
115,周杰伦的称职前女友,None,None,None,None,None,None,None,None,comment,,4345395469949329,None,None,None
116,周杰伦的称职前女友,None,None,None,None,None,None,None,None,comment,,4345395469949329,None,None,None
117,晚来天欲雪ys,None,None,None,None,None,None,None,None,comment,回复@RANdiary:她还私信我骂我,4345395469949329,None,None,None
118,RANdiary,None,None,None,None,None,None,None,None,comment,,4345395469949329,None,None,None
119,晚来天欲雪ys,None,None,None,None,None,None,None,None,comment,回复@-故故故故:让我举报你还是你自己滚？？,4345395469949329,None,None,None
120,晚来天欲雪ys,None,None,None,None,None,None,None,None,comment,回复@不会嘟嘟唇的金鱼:让我举报你还是你自己滚？,4345395469949329,None,None,None
121,GEbluemini,None,None,None,None,None,None,None,None,comment,马住了！,4344232703180316,None,None,None
122,withchanandkai,None,None,None,None,None,None,None,None,comment,,4344232703180316,None,None,None
123,阿喵小王子,None,None,None,None,None,None,None,None,comment,哈哈哈，我是一等奖！,4343570775790250,None,None,None
124,我是很欧很欧的阿玉大人呐,None,None,None,None,None,None,None,None,comment,评论抽完了么,4343570775790250,None,None,None
125,徐希西heesy,None,None,None,None,None,None,None,None,comment,期待翻牌,4343570775790250,None,None,None
126,想吃宇哥哥老汉做的含菜炒肉,None,None,None,None,None,None,None,None,comment,@我是刘大大吖,4343570775790250,None,None,None
127,气泡_苏打,None,None,None,None,None,None,None,None,comment,@风一样的1曲陌离歌,4343570775790250,None,None,None
128,萝氏卜,None,None,None,None,None,None,None,None,comment,None or emoji,4343570775790250,None,None,None
129,我喝7喜,None,None,None,None,None,None,None,None,comment,我可以（吧）,4343570775790250,None,None,None
130,E酱和十二,None,None,None,None,None,None,None,None,comment,喜欢复古。,4343570775790250,None,None,None
131,我是刘大大吖,None,None,None,None,None,None,None,None,comment,@想吃宇哥哥老汉做的含菜炒肉,4343570775790250,None,None,None
132,一只安静的美蓝纸,None,None,None,None,None,None,None,None,comment,期待,4343570775790250,None,None,None
133,要健康开心呀,None,None,None,None,None,None,None,None,comment,回复@蔡裹裹会胖成猪吗:被姐妹的头像虐惹,4341531344840239,None,None,None
134,蔡裹裹会胖成猪吗,None,None,None,None,None,None,None,None,comment,加油！,4341531344840239,None,None,None
135,Troimin,None,None,None,None,None,None,None,None,comment,,4341531344840239,None,None,None
136,要健康开心呀,None,None,None,None,None,None,None,None,comment,,4341531344840239,None,None,None
137,Troimin,None,None,None,None,None,None,None,None,comment,小公主系列有、可爱hhhh,4341531344840239,None,None,None
138,未来的温妍,None,None,None,None,None,None,None,None,comment,回复@小小红红苕苕:我用了没什么感觉，更适合敏感肌，吧，以后专栏说,4341144849194410,None,None,None
139,未来的温妍,None,None,None,None,None,None,None,None,comment,回复@vvvvvvictory_7:我用来补水，没有直接用来定妆过,4341144849194410,None,None,None
140,小小红红苕苕,None,None,None,None,None,None,None,None,comment,听说这个系列的洁面好用，在草单,4341144849194410,None,None,None
141,vvvvvvictory_7,None,None,None,None,None,None,None,None,comment,定妆效果持久咩,4341144849194410,None,None,None
142,未来的温妍,None,None,None,None,None,None,None,None,comment,回复@instar-围脖菇凉:重新开启美妆事业,4341144849194410,None,None,None
143,instar-围脖菇凉,None,None,None,None,None,None,None,None,comment,,4341144849194410,None,None,None
144,苏勤奋_,None,None,None,None,None,None,None,None,comment,回复@Amnesiac-sea:哇好滴好滴，谢谢啦~,4340448271157558,None,None,None
145,Amnesiac-sea,None,None,None,None,None,None,None,None,comment,,4340448271157558,None,None,None
146,苏勤奋_,None,None,None,None,None,None,None,None,comment,回复@Amnesiac-sea:想问一下是清爽版嘛！我刚刚买了但不知道真假😢想知道它是什么味道呀，谢谢啦,4340448271157558,None,None,None
147,--雾里拥你,None,None,None,None,None,None,None,None,comment,回复@大可离不开紫薯君:,4340448271157558,None,None,None
148,大可离不开紫薯君,None,None,None,None,None,None,None,None,comment,回复@--雾里拥你:嗯呐！真的好用,4340448271157558,None,None,None
149,--雾里拥你,None,None,None,None,None,None,None,None,comment,,4340448271157558,None,None,None
150,Amnesiac-sea,None,None,None,None,None,None,None,None,comment,回复@大可离不开紫薯君:哈哈哈哈我改天也试一下洁面,4340448271157558,None,None,None
151,大可离不开紫薯君,None,None,None,None,None,None,None,None,comment,回复@Amnesiac-sea:是吧！我之前还用过这系列的洁面，那个洁面也超好用的！对这个系列好感满满！,4340448271157558,None,None,None
152,Amnesiac-sea,None,None,None,None,None,None,None,None,comment,同款dprogram我在用蓝色一套,4340448271157558,None,None,None
153,大可离不开紫薯君,None,None,None,None,None,None,None,None,comment,回复@sayhicl:,4340448271157558,None,None,None
154,今天阿曼达翻白眼了吗,None,None,None,None,None,None,None,None,comment,回复@元宝大人666:旁氏米粹欢迎你,4340308034426626,None,None,None
155,元宝大人666,None,None,None,None,None,None,None,None,comment,不行，我要买一个氨基酸的,4340308034426626,None,None,None
156,蟹肉丸子改什么名字啊,None,None,None,None,None,None,None,None,comment,,4339371371212363,None,None,None
157,我是山大jane,None,None,None,None,None,None,None,None,comment,回复@蟹肉丸子改什么名字啊:,4339371371212363,None,None,None
158,我是山大jane,None,None,None,None,None,None,None,None,comment,回复@蟹肉丸子改什么名字啊:我也第一次用，去日本之前看b站好多up主有推，种草在心，这次用完才能安利呀,4339371371212363,None,None,None
159,蟹肉丸子改什么名字啊,None,None,None,None,None,None,None,None,comment,,4339371371212363,None,None,None
160,蟹肉丸子改什么名字啊,None,None,None,None,None,None,None,None,comment,种草啦,4339371371212363,None,None,None
161,花花好伤心QAQ,None,None,None,None,None,None,None,None,comment,买的同品牌粉饼，真的觉得有点黄……,4339270300641251,None,None,None
162,LEI-LIFE,None,None,None,None,None,None,None,None,comment,回复@卍岁娘:谢谢,4339270300641251,None,None,None
163,卍岁娘,None,None,None,None,None,None,None,None,comment,回复@LEI-LIFE:没有吧,4339270300641251,None,None,None
164,LEI-LIFE,None,None,None,None,None,None,None,None,comment,这个妆前有防晒么，咨询毛毛,4339270300641251,None,None,None
165,大口喝椰子水,None,None,None,None,None,None,None,None,comment,回复@吴咪咔:好用。cpb隔离我觉得提亮效果好，这个遮瑕蛮不错的（作为隔离）,4339270300641251,None,None,None
166,佟九九老师,None,None,None,None,None,None,None,None,comment,这个系列的银瓶防晒也很好用，小小一支很可爱,4339270300641251,None,None,None
167,孤独__患者_,None,None,None,None,None,None,None,None,comment,回复@卍岁娘:好的好的，谢谢亲爱哒，mua,4339270300641251,None,None,None
168,卍岁娘,None,None,None,None,None,None,None,None,comment,回复@孤独__患者_:你搜的粉底呀，我这是妆前,4339270300641251,None,None,None
169,孤独__患者_,None,None,None,None,None,None,None,None,comment,,4339270300641251,None,None,None
170,卍岁娘,None,None,None,None,None,None,None,None,comment,回复@孤独__患者_:没有色号,4339270300641251,None,None,None
171,小小小天黑了,None,None,None,None,None,None,None,None,comment,最烦的就是敏感肌了，一天天的敏感，还好给弄好了,4339234955477992,None,None,None
172,YMM客源_e90,None,None,None,None,None,None,None,None,comment,就是喜欢,4338272690174790,None,None,None
173,lllaan_,None,None,None,None,None,None,None,None,comment,,4338249886026482,None,None,None
174,Win引流神器r7,None,None,None,None,None,None,None,None,comment,了解,4338249886026482,None,None,None
175,lllaan_,None,None,None,None,None,None,None,None,comment,,4338249886026482,None,None,None
176,MeBeforeYoua,None,None,None,None,None,None,None,None,comment,回复@FindJapan_Beauty:,4336279598401417,None,None,None
177,阿尔卑斯很甜r,None,None,None,None,None,None,None,None,comment,回复@FindJapan_Beauty:好滴,4336279598401417,None,None,None
178,阿尔卑斯很甜r,None,None,None,None,None,None,None,None,comment,资生堂系列一直都很好,4336279598401417,None,None,None
179,爱吃螺旋粉的DouDou,None,None,None,None,None,None,None,None,comment,回复@FindJapan_Beauty:好的👌,4336279598401417,None,None,None
180,Cindy张佳宁,None,None,None,None,None,None,None,None,comment,用完muji试一试,4336279598401417,None,None,None
181,Cindy张佳宁,None,None,None,None,None,None,None,None,comment,回复@FindJapan_Beauty:muji也不错,4336279598401417,None,None,None
182,鲤鱼精er,None,None,None,None,None,None,None,None,comment,敏感肌适合,4336279598401417,None,None,None
183,元气满满的我在富士山下,None,None,None,None,None,None,None,None,comment,,4336279598401417,None,None,None
184,大鹅不会飞_,None,None,None,None,None,None,None,None,comment,回复@FindJapan_Beauty:OK,4336279598401417,None,None,None
185,冰糖狐狸果丹皮加juice,None,None,None,None,None,None,None,None,comment,回复@FindJapan_Beauty:这几个都很天然,4336279598401417,None,None,None
186,土豆你个番西茄,None,None,None,None,None,None,None,None,comment,@资生堂日本watashiplus,4335706711483450,None,None,None
187,于小小小菲1224,None,None,None,None,None,None,None,None,comment,回复@我是1小仙女啊:是的，敏感肌很苦恼,4332840085256796,None,None,None
188,小董小小小莹小,None,None,None,None,None,None,None,None,comment,我之前也是敏感肌呀，不也照样给弄好了呀,4332840085256796,None,None,None
189,YMM客源_m7,None,None,None,None,None,None,None,None,comment,就是很喜欢,4332840085256796,None,None,None
190,躲進夢裡,None,None,None,None,None,None,None,None,comment,慢慢来吧TTTTT,4331301312498502,None,None,None
191,躲進夢裡,None,None,None,None,None,None,None,None,comment,,4331301312498502,None,None,None
192,幻影2023689793玫克郁,None,None,None,None,None,None,None,None,comment,棒棒哒,4331282953414385,None,None,None
193,Win引流神器46,None,None,None,None,None,None,None,None,comment,还不错,4331282953414385,None,None,None
194,YMM客源_d18,None,None,None,None,None,None,None,None,comment,就是喜欢,4331282953414385,None,None,None
195,高俊熙撒拉嘿,None,None,None,None,None,None,None,None,comment,,4329852809269840,None,None,None
