,Account,Location,Gender,Rank,Follow,Follower,Weibo,FeedTime,GetTime,Type,Sentence,Mid,Share,Comment,Good
10,功课菌,其他,female,Lv.46,570,570406,11915,2019-02-03 13:46:00,2019-03-19 19:25:50,feed,黛珂白檀眼唇卸，TheGinza卸妆油，欧莱雅SOURCE护发素，瑞妍洁面，资生堂DProgram敏感话题洁面，LAMER浓缩精华，LAMER精粹水，LAMER面霜，ALGENIST唇部精华，资生堂安耐晒，Sepai城市防晒，AWAKE防晒，CharlotteTibury魔法面霜，CPB妆前乳，ZELENS遮瑕笔，兰蔻菁纯粉霜，,4343190636871500,6,0, 19
11,锅崽崽_JP,海外日本,female,Lv.17,169,397,1461,2019-02-23 12:47:00,2019-03-19 19:26:11,feed,从去年孕后期开始下巴这一片的痘就没停过。倒不是那种一大片一大片的红肿发炎痘痘，但就是下巴这里冒一颗，那里冒一颗。这一颗下去了，停个一两天那又冒出一颗，就一直在循环。这次回日本，家里的水乳也用完了，就直接去买了一套资生堂dprogram的黄色水乳。这牌子就是主打敏感肌的，黄色是针对​展开全文c,4342840165249049,0,0,0
12,刘二二人肉正品专柜日本韩国代购,浙江,female,Lv.34,602,234152,10552,2019-02-22 08:48:00,2019-03-19 19:26:32,feed,资生堂Dprogram这个系列只在日本发售基础水乳搭配，专门针对「油性肌起痘」、「混合性肌反复失衡」、「超干性肌发红敏感」、「老化性干燥失衡」四种常见不稳定皮肤症状，专业调理，集中改善，使皮肤恢复并保持正常稳定饱满的状态，持续水油平衡。特别推荐哦！而且价格也不贵！​,4342417748871582,0,0,0
13,日本流行每日速报,海外日本,female,Lv.48,3702,2561313,37413,2019-02-20 16:47:00,2019-03-19 19:26:45,feed,因为气温变化，花粉，大气污染，紫外线等或是生活工作压力等等因素。越来越多人的肌肤变得容易敏感，不知道大家是否也有这样的烦恼呢？相较于不易过敏的人，敏感肌可选择的护肤品范围会比较少，一旦使用不适合自己的护肤品的话，皮肤容易感觉红肿刺痛。今天呢，速报酱就专门针对敏感肌的小伙伴给你们​展开全文c,4341813333163689,370,111, 341
14,我是小叶日本代购,海外日本,female,Lv.4,203,177,280,2019-02-20 13:24:00,2019-03-19 19:27:07,feed,资生堂dprogram系列买家秀2日本·东京​,4341762321600097,0,0,0
15,庞老板是大胖子日代小铺,其他,female,Lv.16,216,175,1198,2019-02-20 09:36:00,2019-03-19 19:27:28,feed,上新！大萌毛推荐的敏感肌都能用的Dprogram隔离它在国内不怎么火，但是网评说他是资生堂家的沧海遗珠哈哈哈～​,4341705060865765,0,1,0
16,起航转运,no location,male,Lv.27,193,1593,2263,2019-02-20 08:26:00,2019-03-19 19:27:49,feed,#日亚海淘#ELIXIR怡丽丝尔是资生堂旗下的品牌，排位基本在dprogram之上，revital悦薇之下，主要针对25岁以上的轻熟女研发，既满足了轻熟女皮肤所需要的多种营养，价格又不算太高。这个牌子特别注重抗氧化、修复肌肤弹性，非常适合轻熟女初抗老使用。非常清爽的啫喱质地。O网页链接​,4341687457216008,0,0,0
17,要健康开心呀,湖北武汉,female,Lv.30,415,219,406,2019-02-19 22:06:00,2019-03-19 19:28:38,feed,武汉感觉下了一个月的雨了自从蹊去上学我就每天闷在家了终于可以在家里跑步锻炼啦🏃‍♀️给自己也来一点小激励吧这个月也就是二月份每天坚持种树看书📖就奖励任意一件东西我的草单是：tf眼影01toofaced的蕾丝眼影盘优衣库小公主系列tshirt紧身舒服的牛仔裤水乳一套800以内吧健康水​展开全文c,4341531344840239,0,6, 2
18,未来的温妍,其他,female,Lv.9,80,222,1075,2019-02-18 20:30:00,2019-03-19 19:28:41,feed,温妍的美妆专栏|day12今日分享，资生堂旗下dprogram定妆喷雾。已空瓶，我一般是带妆觉得皮肤干的时候才用，k市一年四季都·很·干·燥，白天必须补水防止过干浮粉。这个喷雾水中还带点精油成分，有效锁水，喷出来水雾很细也没有显的很油。dprogram全系都是无香料无防腐剂添加，敏感肌也能用，我还用​展开全文c,4341144849194410,0,6, 3
19,迟早变成白富美,其他,female,Lv.9,77,52,3046,2019-02-20 16:47:00,2019-03-19 19:29:15,feed,资生堂的特点就是特别适合敏感肌使用//@生活新时尚达人:敏感肌的宝宝们看过来~资生堂家的dprogram敏感肌专用护肤品牌，口碑超赞~有四种系列的产品可选择，稳定的肌肤状态就靠它们啦。仙女们戳图了解更多吧！,4348976176166312,0,0,0
20,许多小树叶,浙江杭州,female,Lv.4,68,70,6423,2019-02-20 16:47:00,2019-03-19 19:29:21,feed,我现在就需要这样的东西，其他的都不敢用//@生活新时尚达人:敏感肌的宝宝们看过来~资生堂家的dprogram敏感肌专用护肤品牌，口碑超赞~有四种系列的产品可选择，稳定的肌肤状态就靠它们啦。仙女们戳图了解更多吧！,4348976125591068,0,0,0
21,小9_我xiao小九呀,吉林长春,female,Lv.9,112,45,2281,2019-02-20 16:47:00,2019-03-19 19:29:23,feed,回复@刘二逗呐:我也是一直用，资生堂的东西我真的很放心//@刘二逗呐:一直都在用资生堂的护肤品，真的特别好用，强烈推荐//@生活新时尚达人:敏感肌的宝宝们看过来~资生堂家的dprogram敏感肌专用护肤品牌，口碑超赞~有四种系列的产品可选择，稳定的肌肤状态就靠它们啦。仙女们戳图了解更多吧！,4348975928605869,0,0,0
22,你真有意思yyy,台湾,female,Lv.9,53,35,3047,2019-02-20 16:47:00,2019-03-19 19:29:28,feed,资生堂的一直都很不错我也一直在用他家的产品//@生活新时尚达人:敏感肌的宝宝们看过来~资生堂家的dprogram敏感肌专用护肤品牌，口碑超赞~有四种系列的产品可选择，稳定的肌肤状态就靠它们啦。仙女们戳图了解更多吧！,4348975362671840,0,0,0
23,我爱王国华,山东潍坊,female,Lv.9,57,22,1418,2019-02-20 16:47:00,2019-03-19 19:29:32,feed,是我跟不上时代了吗？我怎么不知道资生堂这个牌子//@生活新时尚达人:敏感肌的宝宝们看过来~资生堂家的dprogram敏感肌专用护肤品牌，口碑超赞~有四种系列的产品可选择，稳定的肌肤状态就靠它们啦。仙女们戳图了解更多吧！,4348973840153834,0,0,0
24,我爱边伯贤最爱最爱了,香港,female,Lv.9,47,35,3739,2019-02-20 16:47:00,2019-03-19 19:29:37,feed,回复@浮云易聚:我也是，真的很好用呢！//@浮云易聚:资生堂的我很信任，我也一直用的是资生堂的//@生活新时尚达人:敏感肌的宝宝们看过来~资生堂家的dprogram敏感肌专用护肤品牌，口碑超赞~有四种系列的产品可选择，稳定的肌肤状态就靠它们啦。仙女们戳图了解更多吧！,4348973617729474,0,0,0
25,今天奇奇喜欢我吗,其他,male,Lv.9,70,51,3905,2019-02-20 16:47:00,2019-03-19 19:29:40,feed,回复@浮云易聚:资生堂旗下有那么多，还是有不好用的//@浮云易聚:资生堂的我很信任，我也一直用的是资生堂的//@生活新时尚达人:敏感肌的宝宝们看过来~资生堂家的dprogram敏感肌专用护肤品牌，口碑超赞~有四种系列的产品可选择，稳定的肌肤状态就靠它们啦。仙女们戳图了解更多吧！,4348973614057719,0,0,0
26,冰雪俊俊俊俊凯,陕西宝鸡,male,Lv.9,170,50,2694,2019-02-20 16:47:00,2019-03-19 19:29:43,feed,回复@浮云易聚:看来都是同门中人呐，还是很不错的//@浮云易聚:资生堂的我很信任，我也一直用的是资生堂的//@生活新时尚达人:敏感肌的宝宝们看过来~资生堂家的dprogram敏感肌专用护肤品牌，口碑超赞~有四种系列的产品可选择，稳定的肌肤状态就靠它们啦。仙女们戳图了解更多吧！,4348973261450502,0,0,0
27,每天都很快乐哈哈哈哈,其他,female,Lv.9,169,161,3611,2019-02-20 16:47:00,2019-03-19 19:29:46,feed,我就是敏感肌用东西的话，一不小心就会过敏。//@生活新时尚达人:敏感肌的宝宝们看过来~资生堂家的dprogram敏感肌专用护肤品牌，口碑超赞~有四种系列的产品可选择，稳定的肌肤状态就靠它们啦。仙女们戳图了解更多吧！,4348972975920091,0,0,0
28,云提牙,重庆沙坪坝区,female,Lv.9,142,213,3306,2019-02-20 16:47:00,2019-03-19 19:29:48,feed,回复@鬼马是我啦哈哈哈哈:虽然贵了点，但是好用就值了//@鬼马是我啦哈哈哈哈:可是资生堂家的东西也挺贵的//@生活新时尚达人:敏感肌的宝宝们看过来~资生堂家的dprogram敏感肌专用护肤品牌，口碑超赞~有四种系列的产品可选择，稳定的肌肤状态就靠它们啦。仙女们戳图了解更多吧！,4348969733880788,0,0,0
29,夏有乔木的爱心,江苏无锡,female,Lv.9,113,32,1049,2019-02-20 16:47:00,2019-03-19 19:29:52,feed,我脸上就有一些闭口粉刺，真的好烦啊，难过，希望有用//@生活新时尚达人:敏感肌的宝宝们看过来~资生堂家的dprogram敏感肌专用护肤品牌，口碑超赞~有四种系列的产品可选择，稳定的肌肤状态就靠它们啦。仙女们戳图了解更多吧！,4348968454315105,0,0,0
30,露娜浦,香港其他,female,Lv.9,137,26,2914,2019-02-20 16:47:00,2019-03-19 19:29:54,feed,资生堂护肤品真的特别的好用//@生活新时尚达人:敏感肌的宝宝们看过来~资生堂家的dprogram敏感肌专用护肤品牌，口碑超赞~有四种系列的产品可选择，稳定的肌肤状态就靠它们啦。仙女们戳图了解更多吧！,4348968286679673,0,0,0
31,一切都安好8便好,天津,female,Lv.23,261,198,8692,2019-02-20 16:47:00,2019-03-19 19:29:57,feed,回复@爱我到什么程度:毕竟实力和品质在，没有二话可说//@爱我到什么程度:其实他家的每一件产品都是很不错的。//@生活新时尚达人:敏感肌的宝宝们看过来~资生堂家的dprogram敏感肌专用护肤品牌，口碑超赞~有四种系列的产品可选择，稳定的肌肤状态就靠它们啦。仙女们戳图了解更多吧！,4348968102152835,0,0,0
32,陈欧巴呀hh,北京通州区,female,Lv.8,168,134,6363,2019-02-20 16:47:00,2019-03-19 19:30:00,feed,特别喜欢用资生堂的东西。感觉都挺适合我的皮肤。//@生活新时尚达人:敏感肌的宝宝们看过来~资生堂家的dprogram敏感肌专用护肤品牌，口碑超赞~有四种系列的产品可选择，稳定的肌肤状态就靠它们啦。仙女们戳图了解更多吧！,4348967917619827,0,0,0
33,九附六,其他,male,Lv.9,74,25,1287,2019-02-20 16:47:00,2019-03-19 19:30:07,feed,还没有用过资生堂的护肤品//@生活新时尚达人:敏感肌的宝宝们看过来~资生堂家的dprogram敏感肌专用护肤品牌，口碑超赞~有四种系列的产品可选择，稳定的肌肤状态就靠它们啦。仙女们戳图了解更多吧！,4348967750048638,0,0,0
34,寻找花的草,福建厦门,male,Lv.9,122,154,3563,2019-02-20 16:47:00,2019-03-19 19:30:10,feed,敏感肌一直都让我很困扰，这几款产品挺好用的//@生活新时尚达人:敏感肌的宝宝们看过来~资生堂家的dprogram敏感肌专用护肤品牌，口碑超赞~有四种系列的产品可选择，稳定的肌肤状态就靠它们啦。仙女们戳图了解更多吧！,4348967217559943,0,0,0
35,Camille_lxm,香港其他,female,Lv.21,159,164,961,2019-02-20 16:47:00,2019-03-19 19:30:16,feed,总算找到一个适合我皮肤的护肤品了，敏感肌的我不知道换了多少个护肤品了！//@生活新时尚达人:敏感肌的宝宝们看过来~资生堂家的dprogram敏感肌专用护肤品牌，口碑超赞~有四种系列的产品可选择，稳定的肌肤状态就靠它们啦。仙女们戳图了解更多吧！,4348966768078045,0,0,0
36,落叶的位置谱写关键词,甘肃兰州,female,Lv.22,305,156,4374,2019-02-20 16:47:00,2019-03-19 19:30:19,feed,最近对花粉过敏，脸部有暗红小疙瘩急需解救//@生活新时尚达人:敏感肌的宝宝们看过来~资生堂家的dprogram敏感肌专用护肤品牌，口碑超赞~有四种系列的产品可选择，稳定的肌肤状态就靠它们啦。仙女们戳图了解更多吧！,4348966638853284,0,0,0
37,幸安奇bb,北京宣武区,female,Lv.9,88,49,1359,2019-02-20 16:47:00,2019-03-19 19:30:22,feed,回复@浮云易聚:我也用的资生堂。//@浮云易聚:资生堂的我很信任，我也一直用的是资生堂的//@生活新时尚达人:敏感肌的宝宝们看过来~资生堂家的dprogram敏感肌专用护肤品牌，口碑超赞~有四种系列的产品可选择，稳定的肌肤状态就靠它们啦。仙女们戳图了解更多吧！,4348966621347265,0,0,0
38,幸好有你攸庋,云南,female,Lv.21,412,197,5297,2019-02-20 16:47:00,2019-03-19 19:30:24,feed,回复@门丑鬼:我也比较喜欢用资生堂的护肤品，特别是补水保湿的//@门丑鬼:资生堂的护肤品确实不错，我用的也是资生堂的护肤品。//@生活新时尚达人:敏感肌的宝宝们看过来~资生堂家的dprogram敏感肌专用护肤品牌，口碑超赞~有四种系列的产品可选择，稳定的肌肤状态就靠它们啦。仙女们戳图了解更多吧！,4348966298075710,0,0,0
39,向阳花璀璨,北京朝阳区,female,Lv.14,259,116,6022,2019-02-20 16:47:00,2019-03-19 19:30:57,feed,敏感肌的我，也打算买来试试//@生活新时尚达人:敏感肌的宝宝们看过来~资生堂家的dprogram敏感肌专用护肤品牌，口碑超赞~有四种系列的产品可选择，稳定的肌肤状态就靠它们啦。仙女们戳图了解更多吧！,4348965920759159,0,0,0
40,冬天就要泡脚,江苏,male,Lv.12,78,48,969,2019-02-20 16:47:00,2019-03-19 19:32:43,feed,这一款敏感肌的我早就种草了，等我有钱了就买//@生活新时尚达人:敏感肌的宝宝们看过来~资生堂家的dprogram敏感肌专用护肤品牌，口碑超赞~有四种系列的产品可选择，稳定的肌肤状态就靠它们啦。仙女们戳图了解更多吧！,4348965816028654,0,0,0
41,刘二逗呐,新疆乌鲁木齐,male,Lv.4,298,71,1930,2019-02-20 16:47:00,2019-03-19 19:32:48,feed,一直都在用资生堂的护肤品，真的特别好用，强烈推荐//@生活新时尚达人:敏感肌的宝宝们看过来~资生堂家的dprogram敏感肌专用护肤品牌，口碑超赞~有四种系列的产品可选择，稳定的肌肤状态就靠它们啦。仙女们戳图了解更多吧！,4348965749229661,0,0,0
42,南屏北寤,海外,male,Lv.9,55,36,388,2019-02-20 16:47:00,2019-03-19 19:32:50,feed,回复@爱我到什么程度:资生堂的护肤很不错，很亲肤的，用着超舒服//@爱我到什么程度:其实他家的每一件产品都是很不错的。//@生活新时尚达人:敏感肌的宝宝们看过来~资生堂家的dprogram敏感肌专用护肤品牌，口碑超赞~有四种系列的产品可选择，稳定的肌肤状态就靠它们啦。仙女们戳图了解更多吧！,4348965619040791,0,0,0
43,正正的珍珠糖是我,河北秦皇岛,female,Lv.17,170,175,2723,2019-02-20 16:47:00,2019-03-19 19:32:55,feed,资生堂的必须选用，一直支持，蛮适合我的皮肤//@生活新时尚达人:敏感肌的宝宝们看过来~资生堂家的dprogram敏感肌专用护肤品牌，口碑超赞~有四种系列的产品可选择，稳定的肌肤状态就靠它们啦。仙女们戳图了解更多吧！,4348965543309735,0,0,0
44,天地一片美景,河北,female,Lv.9,96,36,3308,2019-02-20 16:47:00,2019-03-19 19:32:57,feed,回复@浮云易聚:资生堂的效果挺不错，我同事都在用。//@浮云易聚:资生堂的我很信任，我也一直用的是资生堂的//@生活新时尚达人:敏感肌的宝宝们看过来~资生堂家的dprogram敏感肌专用护肤品牌，口碑超赞~有四种系列的产品可选择，稳定的肌肤状态就靠它们啦。仙女们戳图了解更多吧！,4348965098655836,0,0,0
45,王小古啦,北京,female,Lv.4,64,73,5036,2019-02-20 16:47:00,2019-03-19 19:32:59,feed,回复@门丑鬼:对，资生堂的护肤品真的挺不错//@门丑鬼:资生堂的护肤品确实不错，我用的也是资生堂的护肤品。//@生活新时尚达人:敏感肌的宝宝们看过来~资生堂家的dprogram敏感肌专用护肤品牌，口碑超赞~有四种系列的产品可选择，稳定的肌肤状态就靠它们啦。仙女们戳图了解更多吧！,4348964680170430,0,0,0
46,yydq奇天n资p讯gr,其他,female,Lv.9,158,73,4389,2019-02-20 16:47:00,2019-03-19 19:33:01,feed,我觉得那些敏感肌的宝宝们就可以用一下资生堂的还是很不错的。//@生活新时尚达人:敏感肌的宝宝们看过来~资生堂家的dprogram敏感肌专用护肤品牌，口碑超赞~有四种系列的产品可选择，稳定的肌肤状态就靠它们啦。仙女们戳图了解更多吧！,4348964369703054,0,0,0
47,艾瑞额额,北京,male,Lv.9,75,65,1553,2019-02-20 16:47:00,2019-03-19 19:33:06,feed,回复@鬼马是我啦哈哈哈哈:物要有所值对吧//@鬼马是我啦哈哈哈哈:可是资生堂家的东西也挺贵的//@生活新时尚达人:敏感肌的宝宝们看过来~资生堂家的dprogram敏感肌专用护肤品牌，口碑超赞~有四种系列的产品可选择，稳定的肌肤状态就靠它们啦。仙女们戳图了解更多吧！,4348963710413272,0,0,0
48,浮云易聚,江苏南京,female,Lv.14,192,68,5564,2019-02-20 16:47:00,2019-03-19 19:33:09,feed,资生堂的我很信任，我也一直用的是资生堂的//@生活新时尚达人:敏感肌的宝宝们看过来~资生堂家的dprogram敏感肌专用护肤品牌，口碑超赞~有四种系列的产品可选择，稳定的肌肤状态就靠它们啦。仙女们戳图了解更多吧！,4348962968312480,0,0,0
49,超喜欢你e,台湾,male,Lv.4,88,66,2472,2019-02-20 16:47:00,2019-03-19 19:33:12,feed,回复@爱我到什么程度:毕竟是老牌子了，值得信赖//@爱我到什么程度:其实他家的每一件产品都是很不错的。//@生活新时尚达人:敏感肌的宝宝们看过来~资生堂家的dprogram敏感肌专用护肤品牌，口碑超赞~有四种系列的产品可选择，稳定的肌肤状态就靠它们啦。仙女们戳图了解更多吧！,4348962955714258,0,0,0
50,你是一只猪宝宝,湖南长沙,female,Lv.4,103,105,6938,2019-02-20 16:47:00,2019-03-19 19:33:14,feed,回复@门丑鬼:我没用过资生堂的护肤品，下次买来试试//@门丑鬼:资生堂的护肤品确实不错，我用的也是资生堂的护肤品。//@生活新时尚达人:敏感肌的宝宝们看过来~资生堂家的dprogram敏感肌专用护肤品牌，口碑超赞~有四种系列的产品可选择，稳定的肌肤状态就靠它们啦。仙女们戳图了解更多吧！,4348962364680054,0,0,0
51,我的名字很长很长看见了吗,海外,female,Lv.9,106,103,4195,2019-02-20 16:47:00,2019-03-19 19:33:25,feed,回复@一寸阳光灿烂:敏感肌可以用那就很可以的//@一寸阳光灿烂:我自己就是敏感肌，一直用的就是资生堂的产品，挺好用的。//@生活新时尚达人:敏感肌的宝宝们看过来~资生堂家的dprogram敏感肌专用护肤品牌，口碑超赞~有四种系列的产品可选择，稳定的肌肤状态就靠它们啦。仙女们戳图了解更多吧！,4348962355962545,0,0,0
52,卡哇i伊呐,澳门,female,Lv.9,205,77,3531,2019-02-20 16:47:00,2019-03-19 19:33:27,feed,回复@门丑鬼:对啊，真的很不错呢//@门丑鬼:资生堂的护肤品确实不错，我用的也是资生堂的护肤品。//@生活新时尚达人:敏感肌的宝宝们看过来~资生堂家的dprogram敏感肌专用护肤品牌，口碑超赞~有四种系列的产品可选择，稳定的肌肤状态就靠它们啦。仙女们戳图了解更多吧！,4348962247117059,0,0,0
53,理想三旬hz,辽宁,male,Lv.4,60,17,1322,2019-02-20 16:47:00,2019-03-19 19:33:30,feed,敏感肌的我一直都用资生堂家的护肤品//@生活新时尚达人:敏感肌的宝宝们看过来~资生堂家的dprogram敏感肌专用护肤品牌，口碑超赞~有四种系列的产品可选择，稳定的肌肤状态就靠它们啦。仙女们戳图了解更多吧！,4348962205038846,0,0,0
54,爱的朗诵者,河北邢台,male,Lv.22,323,196,3485,2019-02-20 16:47:00,2019-03-19 19:33:34,feed,最喜欢的就是免税啦而且适合我的敏感肌肤//@生活新时尚达人:敏感肌的宝宝们看过来~资生堂家的dprogram敏感肌专用护肤品牌，口碑超赞~有四种系列的产品可选择，稳定的肌肤状态就靠它们啦。仙女们戳图了解更多吧！,4348962045460680,0,0,0
55,门丑鬼,上海,female,Lv.9,108,101,2566,2019-02-20 16:47:00,2019-03-19 19:33:36,feed,资生堂的护肤品确实不错，我用的也是资生堂的护肤品。//@生活新时尚达人:敏感肌的宝宝们看过来~资生堂家的dprogram敏感肌专用护肤品牌，口碑超赞~有四种系列的产品可选择，稳定的肌肤状态就靠它们啦。仙女们戳图了解更多吧！,4348961970130992,0,0,0
56,sun长安,湖南长沙,female,Lv.28,201,343,2858,2019-02-20 16:47:00,2019-03-19 19:33:38,feed,回复@鬼马是我啦哈哈哈哈:只要好用就行，贵点无所谓//@鬼马是我啦哈哈哈哈:可是资生堂家的东西也挺贵的//@生活新时尚达人:敏感肌的宝宝们看过来~资生堂家的dprogram敏感肌专用护肤品牌，口碑超赞~有四种系列的产品可选择，稳定的肌肤状态就靠它们啦。仙女们戳图了解更多吧！,4348961856544236,0,0,0
57,一寸阳光灿烂,四川凉山,male,Lv.4,47,58,2406,2019-02-20 16:47:00,2019-03-19 19:33:43,feed,我自己就是敏感肌，一直用的就是资生堂的产品，挺好用的。//@生活新时尚达人:敏感肌的宝宝们看过来~资生堂家的dprogram敏感肌专用护肤品牌，口碑超赞~有四种系列的产品可选择，稳定的肌肤状态就靠它们啦。仙女们戳图了解更多吧！,4348961722415831,0,0,0
58,爱我到什么程度,天津津南区,male,Lv.9,58,61,4601,2019-02-20 16:47:00,2019-03-19 19:34:44,feed,其实他家的每一件产品都是很不错的。//@生活新时尚达人:敏感肌的宝宝们看过来~资生堂家的dprogram敏感肌专用护肤品牌，口碑超赞~有四种系列的产品可选择，稳定的肌肤状态就靠它们啦。仙女们戳图了解更多吧！,4348961684998567,0,0,0
59,鬼马是我啦哈哈哈哈,北京,male,Lv.4,99,27,3538,2019-02-20 16:47:00,2019-03-19 19:36:21,feed,可是资生堂家的东西也挺贵的//@生活新时尚达人:敏感肌的宝宝们看过来~资生堂家的dprogram敏感肌专用护肤品牌，口碑超赞~有四种系列的产品可选择，稳定的肌肤状态就靠它们啦。仙女们戳图了解更多吧！,4348961630215453,0,0,0
60,伊藤花生酱,北京,female,Lv.4,24,7,5,2019-03-12 09:40:00,2019-03-19 19:36:23,feed,#要努力空瓶#开启新tag1⃣资生堂dprogram黄色乳液我爱的小黄，已经用空两瓶了。据说四月份要在天(^･ｪ･^)开旗舰店，不用再等代购一个月了2⃣薇诺娜特护霜秋天和冬天的爱3⃣薇诺娜保湿柔肤水赠品，意外的很好用，保湿效果很好，不过春夏对于大油皮来说会有点润。4⃣贝德​展开全文c,4348953610449950,0,0,0
61,生活新时尚达人,北京,female,Lv.46,596,1965267,12560,2019-02-20 16:47:00,2019-03-19 19:36:26,feed,敏感肌的宝宝们看过来~资生堂家的dprogram敏感肌专用护肤品牌，口碑超赞~有四种系列的产品可选择，稳定的肌肤状态就靠它们啦。仙女们戳图了解更多吧！,4348951090448024,115,72, 116
62,资生堂中国,no location,female,Lv.45,406,226933,8769,2019-03-11 11:28:00,2019-03-19 19:36:29,feed,"Ta，早在上世纪70年代就研发易受损问题肌护肤品；Ta，擅长抚平肌肤的“小脾气”；Ta,坚持守护肌肤屏障功能。Ta就是日本连续9年销量第一——资生堂集团旗下dprogram安肌心语，正式登陆中国大陆市场，致力于安护敏感，养成美肌！#欢迎dprogram安肌心语来到中国#@dprogram安肌心语​​​​",4348618473508779,3,6, 14
