,Unnamed: 0,Account,Location,Gender,Rank,Follow,Follower,Weibo,FeedTime,GetTime,Type,Sentence,ParentMid,Share,Comment,Good
80,80,不愿做光棍的小狗B,None,None,None,None,None,None,None,None,comment,减肥靠相机特效🙃,4351705460208070,None,None,None
81,81,孤守_Teris,None,None,None,None,None,None,None,None,comment,,4351705460208070,None,None,None
82,82,万丈桃花浪儿,None,None,None,None,None,None,None,None,comment,回复@不许偷看我的快乐日记:飞花镜果然名不虚传,4351705460208070,None,None,None
83,83,Allen一米六,None,None,None,None,None,None,None,None,comment,,4351705460208070,None,None,None
84,84,腹黑攻受可爱,None,None,None,None,None,None,None,None,comment,本人减肥全靠手摸摸,4351705460208070,None,None,None
85,85,不渝lu,None,None,None,None,None,None,None,None,comment,,4351705460208070,None,None,None
86,86,就像春天打开第一朵玫瑰,None,None,None,None,None,None,None,None,comment,巧了我也是,4351705460208070,None,None,None
87,87,1er-,None,None,None,None,None,None,None,None,comment,回复@-GalZhang:我还会发微博和pyq,4351705460208070,None,None,None
88,88,自然卷狮子王,None,None,None,None,None,None,None,None,comment,讲的谁不是一样,4351705460208070,None,None,None
89,89,-Lunan,None,None,None,None,None,None,None,None,comment,,4351712527254969,None,None,None
90,90,冰叔么么哒,None,None,None,None,None,None,None,None,comment,回复@东浩君:抱抱你,4351712527254969,None,None,None
91,91,孤守_Teris,None,None,None,None,None,None,None,None,comment,回复@廿榛:私密圈两个人共同走入了深不见底的眼花缭乱的性爱世界之中了\\\宁静更珍贵？其实只要能学会孤身独处维持平和、宁静的心境，水到渠成，何乐而不为呐。不甘寂寞，花天酒地、靠满世界的奔波来获取幸福只会徒劳一场，迷失自因为把烦恼、无聊、,4351712527254969,None,None,None
92,92,正在火星拔萝卜,None,None,None,None,None,None,None,None,comment,我的妈妈去年下半年去世，现在我都没觉得自己缓过来，但也知道我也替她继续好好活着。,4351712527254969,None,None,None
93,93,Szz-zz,None,None,None,None,None,None,None,None,comment,回复@Szz-zz:经常像个孤儿,4351712527254969,None,None,None
94,94,明年就是李sunmi,None,None,None,None,None,None,None,None,comment,回复@买蕉大叔:听从自己内心吧,4351712527254969,None,None,None
95,95,Szz-zz,None,None,None,None,None,None,None,None,comment,,4351712527254969,None,None,None
96,96,喜喜淇呀,None,None,None,None,None,None,None,None,comment,,4351712527254969,None,None,None
97,97,oJOICEo,None,None,None,None,None,None,None,None,comment,@ANNADSW,4351712527254969,None,None,None
98,98,川东热辣妇女,None,None,None,None,None,None,None,None,comment,,4351706915439124,None,None,None
99,99,Ki-kkkkkki,None,None,None,None,None,None,None,None,comment,哇塞、大学时候听的歌,4351706915439124,None,None,None
100,100,尛一末离,None,None,None,None,None,None,None,None,comment,None or emoji,4351706915439124,None,None,None
101,101,夏姑娘StudyingNow,None,None,None,None,None,None,None,None,comment,,4351706915439124,None,None,None
102,102,纳什最帅,None,None,None,None,None,None,None,None,comment,有几个镜头看起来像孙悦,4351706915439124,None,None,None
103,103,做一百年的梦jacky,None,None,None,None,None,None,None,None,comment,None or emoji,4351706915439124,None,None,None
104,104,Mr_M_Slow_Down_Run,None,None,None,None,None,None,None,None,comment,@-安非他命--,4351706915439124,None,None,None
105,105,嘿丶你是年少的欢喜,None,None,None,None,None,None,None,None,comment,我喜欢他们的另一个版本,4351706915439124,None,None,None
106,106,老子八岁了,None,None,None,None,None,None,None,None,comment,@李美君Elaine,4351706915439124,None,None,None
107,107,贝理斯,None,None,None,None,None,None,None,None,comment,🐴🐴🐴,4351706915439124,None,None,None
108,108,神秘的芦苇心心,None,None,None,None,None,None,None,None,comment,,4351710661130081,None,None,None
109,109,努力的丸子啊,None,None,None,None,None,None,None,None,comment,看冷案看到这个点,4351710661130081,None,None,None
110,110,欠欠儿滴讨厌花蘑菇,None,None,None,None,None,None,None,None,comment,所以王老湿你睡了么,4351710661130081,None,None,None
111,111,马踏飞焱,None,None,None,None,None,None,None,None,comment,回复@大连老湿王博文:王老师打算上哪玩，我们也想出门，提点建议参考下,4351710661130081,None,None,None
112,112,Cc_luckyEd,None,None,None,None,None,None,None,None,comment,喵,4351710661130081,None,None,None
113,113,马踏飞焱,None,None,None,None,None,None,None,None,comment,回复@大连老湿王博文:孩子发烧，不能睡，时刻关注她的体温,4351710661130081,None,None,None
114,114,The-sonnet,None,None,None,None,None,None,None,None,comment,噗～冒个泡～,4351710661130081,None,None,None
115,115,翱翔的肉包,None,None,None,None,None,None,None,None,comment,晚上吃海底捞静跟闺蜜吹牛了，现在好饿,4351710661130081,None,None,None
116,116,我是机智勇敢的霸王龙,None,None,None,None,None,None,None,None,comment,这里,4351710661130081,None,None,None
117,117,A-M-K-Z,None,None,None,None,None,None,None,None,comment,日常熬夜,4351710661130081,None,None,None
118,118,iimomoko,None,None,None,None,None,None,None,None,comment,@小草莓Eile,4351706148048623,None,None,None
119,119,GOGO尐Jia,None,None,None,None,None,None,None,None,comment,None or emoji,4351706148048623,None,None,None
120,120,贞木贞木,None,None,None,None,None,None,None,None,comment,回复@微笑的蟹黄堡:真巧,4351706148048623,None,None,None
121,121,Minnie-SH,None,None,None,None,None,None,None,None,comment,@ParkYoungdaisy,4351706148048623,None,None,None
122,122,樊福怀,None,None,None,None,None,None,None,None,comment,,4351706148048623,None,None,None
123,123,东南西北9001,None,None,None,None,None,None,None,None,comment,转发微博,4351706148048623,None,None,None
124,124,傻傻小天马,None,None,None,None,None,None,None,None,comment,沙雕也会,4351706148048623,None,None,None
125,125,KSSSSSSSSS,None,None,None,None,None,None,None,None,comment,@东北小文青,4351706148048623,None,None,None
126,126,oJOICEo,None,None,None,None,None,None,None,None,comment,@ANNADSW,4351706148048623,None,None,None
127,127,戒熬夜QQ群主,None,None,None,None,None,None,None,None,comment,,4351706148048623,None,None,None
128,128,ZzzWM敏子,None,None,None,None,None,None,None,None,comment,我呀,4351710661130081,None,None,None
129,129,整条gai最黑的仔,None,None,None,None,None,None,None,None,comment,泡,4351710661130081,None,None,None
130,130,悠风沐雪,None,None,None,None,None,None,None,None,comment,来,4351710661130081,None,None,None
131,131,一分分__,None,None,None,None,None,None,None,None,comment,回复@全校断电:生日快乐啊,4351710661130081,None,None,None
132,132,你哒可爱呦,None,None,None,None,None,None,None,None,comment,回复@大连老湿王博文:写作业。。,4351710661130081,None,None,None
133,133,星家大娃07,None,None,None,None,None,None,None,None,comment,回复@全校断电:生日快乐哟，小仙女,4351710661130081,None,None,None
134,134,神秘的芦苇心心,None,None,None,None,None,None,None,None,comment,,4351710661130081,None,None,None
135,135,努力的丸子啊,None,None,None,None,None,None,None,None,comment,看冷案看到这个点,4351710661130081,None,None,None
136,136,欠欠儿滴讨厌花蘑菇,None,None,None,None,None,None,None,None,comment,所以王老湿你睡了么,4351710661130081,None,None,None
137,137,马踏飞焱,None,None,None,None,None,None,None,None,comment,回复@大连老湿王博文:王老师打算上哪玩，我们也想出门，提点建议参考下,4351710661130081,None,None,None
138,138,zy只是一只猫,None,None,None,None,None,None,None,None,comment,,4351706559553655,None,None,None
139,139,玉洁姐姐姐祝朱一龙0416生日快乐,None,None,None,None,None,None,None,None,comment,,4351706559553655,None,None,None
140,140,Sep27,None,None,None,None,None,None,None,None,comment,啊啊啊啊啊啊啊我龙是我龙啊,4351706559553655,None,None,None
141,141,咪噶祝朱一龙先生0416生日快乐,None,None,None,None,None,None,None,None,comment,哥哥我爱你,4351706559553655,None,None,None
142,142,橘子果酱梨子糕,None,None,None,None,None,None,None,None,comment,哥哥晚安,4351706559553655,None,None,None
143,143,咪噶祝朱一龙先生0416生日快乐,None,None,None,None,None,None,None,None,comment,啊啊啊啊啊啊啊啊,4351706559553655,None,None,None
144,144,一龙今天娶我了吗,None,None,None,None,None,None,None,None,comment,哥哥哥哥,4351706559553655,None,None,None
145,145,咪噶祝朱一龙先生0416生日快乐,None,None,None,None,None,None,None,None,comment,朱朱我爱你！！！！,4351706559553655,None,None,None
146,146,Bambu777,None,None,None,None,None,None,None,None,comment,走好！,4351704234726633,None,None,None
147,147,shadingyu2016,None,None,None,None,None,None,None,None,comment,None or emoji,4351704234726633,None,None,None
148,148,浚桑,None,None,None,None,None,None,None,None,comment,回复@北虢官人:没有看到新闻报道,4351704234726633,None,None,None
149,149,lovergirlnono,None,None,None,None,None,None,None,None,comment,感谢你们！致敬！,4351704234726633,None,None,None
150,150,魑当魅里个魍当魉,None,None,None,None,None,None,None,None,comment,None or emoji,4351704234726633,None,None,None
151,151,张壹帆YUNNKJ,None,None,None,None,None,None,None,None,comment,与我年纪相仿，英雄，一路走好,4351704234726633,None,None,None
152,152,沐绯樱-,None,None,None,None,None,None,None,None,comment,None or emoji,4351704234726633,None,None,None
153,153,老刘家的丫头Q,None,None,None,None,None,None,None,None,comment,一路走好英雄,4351704234726633,None,None,None
154,154,喂蚊卿,None,None,None,None,None,None,None,None,comment,92年的，好年轻,4351704234726633,None,None,None
155,155,milkmiamiamiaaaAyuvi,None,None,None,None,None,None,None,None,comment,老肖约我吧,4351706751323798,None,None,None
156,156,Jacky-Kikiii,None,None,None,None,None,None,None,None,comment,,4351706751323798,None,None,None
157,157,有个小柠檬ove,None,None,None,None,None,None,None,None,comment,,4351706751323798,None,None,None
158,158,包yu的肉丁,None,None,None,None,None,None,None,None,comment,🙏🙏🙏,4351706751323798,None,None,None
159,159,有个小柠檬ove,None,None,None,None,None,None,None,None,comment,有钱,4351706751323798,None,None,None
160,160,遗忘的时光_19123,None,None,None,None,None,None,None,None,comment,承上上签吉言！明日好运降临，幸运相伴，心想事成，诸事顺遂，平安大吉🙏🙏🙏,4351706751323798,None,None,None
161,161,文上妈香港,None,None,None,None,None,None,None,None,comment,回复@洛城安小宝_:←←真人，百家le，体育赛事～～一还要等多久才能遇见,4351706751323798,None,None,None
162,162,丸子吧嗒吧嗒,None,None,None,None,None,None,None,None,comment,保佑进复试🙏,4351706751323798,None,None,None
163,163,im赵小梦,None,None,None,None,None,None,None,None,comment,None or emoji,4351706751323798,None,None,None
164,164,alasoooo,None,None,None,None,None,None,None,None,comment,复合成功，然后好好在一起，再也不分开🙏🙏🙏,4351706751323798,None,None,None
165,165,一小只月芽儿,None,None,None,None,None,None,None,None,comment,我被室友电话吵醒，超大声那种.，聊了20多分钟了，她难道不知道在寝室里无论多小声都会听见吗！何况她一点也不控制音量！大半夜自己不睡还不让别人睡，跟男人聊来聊去，简直了，我他妈明天一天课,4351710661130081,None,None,None
166,166,ZzzWM敏子,None,None,None,None,None,None,None,None,comment,我呀,4351710661130081,None,None,None
167,167,整条gai最黑的仔,None,None,None,None,None,None,None,None,comment,泡,4351710661130081,None,None,None
168,168,悠风沐雪,None,None,None,None,None,None,None,None,comment,来,4351710661130081,None,None,None
169,169,一分分__,None,None,None,None,None,None,None,None,comment,回复@全校断电:生日快乐啊,4351710661130081,None,None,None
170,170,你哒可爱呦,None,None,None,None,None,None,None,None,comment,回复@大连老湿王博文:写作业。。,4351710661130081,None,None,None
171,171,星家大娃07,None,None,None,None,None,None,None,None,comment,回复@全校断电:生日快乐哟，小仙女,4351710661130081,None,None,None
172,172,神秘的芦苇心心,None,None,None,None,None,None,None,None,comment,,4351710661130081,None,None,None
173,173,努力的丸子啊,None,None,None,None,None,None,None,None,comment,看冷案看到这个点,4351710661130081,None,None,None
174,174,欠欠儿滴讨厌花蘑菇,None,None,None,None,None,None,None,None,comment,所以王老湿你睡了么,4351710661130081,None,None,None
175,175,川东热辣妇女,None,None,None,None,None,None,None,None,comment,,4351706915439124,None,None,None
176,176,Ki-kkkkkki,None,None,None,None,None,None,None,None,comment,哇塞、大学时候听的歌,4351706915439124,None,None,None
177,177,尛一末离,None,None,None,None,None,None,None,None,comment,None or emoji,4351706915439124,None,None,None
178,178,夏姑娘StudyingNow,None,None,None,None,None,None,None,None,comment,,4351706915439124,None,None,None
179,179,纳什最帅,None,None,None,None,None,None,None,None,comment,有几个镜头看起来像孙悦,4351706915439124,None,None,None
180,180,做一百年的梦jacky,None,None,None,None,None,None,None,None,comment,None or emoji,4351706915439124,None,None,None
181,181,Mr_M_Slow_Down_Run,None,None,None,None,None,None,None,None,comment,@-安非他命--,4351706915439124,None,None,None
182,182,嘿丶你是年少的欢喜,None,None,None,None,None,None,None,None,comment,我喜欢他们的另一个版本,4351706915439124,None,None,None
183,183,老子八岁了,None,None,None,None,None,None,None,None,comment,@李美君Elaine,4351706915439124,None,None,None
184,184,贝理斯,None,None,None,None,None,None,None,None,comment,🐴🐴🐴,4351706915439124,None,None,None
185,185,年华与爱非此即彼,None,None,None,None,None,None,None,None,comment,太难过了,4351712527254969,None,None,None
186,186,_Gmpor,None,None,None,None,None,None,None,None,comment,,4351712527254969,None,None,None
187,187,Niko_Niko_Ni,None,None,None,None,None,None,None,None,comment,,4351712527254969,None,None,None
188,188,_Gmpor,None,None,None,None,None,None,None,None,comment,,4351712527254969,None,None,None
189,189,青梅Zl,None,None,None,None,None,None,None,None,comment,你爸妈一定希望他们不在你也好好的。为了他们，要好好地过好自己的日子。,4351712527254969,None,None,None
190,190,我亲爱的甜橙树吖,None,None,None,None,None,None,None,None,comment,回复@酒精和错误的选择:,4351712527254969,None,None,None
191,191,油头冬冬冬冬冬冬冬,None,None,None,None,None,None,None,None,comment,,4351712527254969,None,None,None
192,192,-Lunan,None,None,None,None,None,None,None,None,comment,,4351712527254969,None,None,None
193,193,冰叔么么哒,None,None,None,None,None,None,None,None,comment,回复@东浩君:抱抱你,4351712527254969,None,None,None
194,194,孤守_Teris,None,None,None,None,None,None,None,None,comment,回复@廿榛:私密圈两个人共同走入了深不见底的眼花缭乱的性爱世界之中了\\\宁静更珍贵？其实只要能学会孤身独处维持平和、宁静的心境，水到渠成，何乐而不为呐。不甘寂寞，花天酒地、靠满世界的奔波来获取幸福只会徒劳一场，迷失自因为把烦恼、无聊、,4351712527254969,None,None,None
195,195,宓酒儿,None,None,None,None,None,None,None,None,comment,毛毛，，，我身为一个女孩子用着你代言的霸王洗发水，现在已经不怎么脱发了……嗯……,4351705140987795,None,None,None
196,196,凑热闹微一个,None,None,None,None,None,None,None,None,comment,你干嘛爆人家隐私啊,4351705140987795,None,None,None
197,197,毛不易的茉莉花,None,None,None,None,None,None,None,None,comment,哈哈哈哈哈哈哈哈哈哈,4351705140987795,None,None,None
198,198,美与歌,None,None,None,None,None,None,None,None,comment,并没有觉得你在爱惜他,4351705140987795,None,None,None
199,199,一点点儿G01,None,None,None,None,None,None,None,None,comment,想看你的新发色，主要是想看你,4351705140987795,None,None,None
200,200,203的大团子,None,None,None,None,None,None,None,None,comment,突如其来突然看到的微博。我们有霸王呀！！！不怕？,4351705140987795,None,None,None
201,201,ID今天也要开心,None,None,None,None,None,None,None,None,comment,所以你又去染头发了吗,4351705140987795,None,None,None
202,202,赵大霞s,None,None,None,None,None,None,None,None,comment,好期待毛老师的新发色,4351705140987795,None,None,None
203,203,提莫妹妹吖,None,None,None,None,None,None,None,None,comment,哈哈哈哈哈,4351705140987795,None,None,None
204,204,三水言西早,None,None,None,None,None,None,None,None,comment,新发色，期待一下,4351705140987795,None,None,None
205,205,梁千亿啊,None,None,None,None,None,None,None,None,comment,回复@大马叉虫b:多吃点，反正我天天一边吃一边有罪恶感，真好,4351705460208070,None,None,None
206,206,我是你前男友吧,None,None,None,None,None,None,None,None,comment,回复@张奶绿:看你🆔我突然想喝奶绿,4351705460208070,None,None,None
207,207,再热也不剃光头,None,None,None,None,None,None,None,None,comment,我不想当胖子！！！！但是身体有它自己的想法,4351705460208070,None,None,None
208,208,不愿做光棍的小狗B,None,None,None,None,None,None,None,None,comment,减肥靠相机特效🙃,4351705460208070,None,None,None
209,209,孤守_Teris,None,None,None,None,None,None,None,None,comment,,4351705460208070,None,None,None
210,210,万丈桃花浪儿,None,None,None,None,None,None,None,None,comment,回复@不许偷看我的快乐日记:飞花镜果然名不虚传,4351705460208070,None,None,None
211,211,Allen一米六,None,None,None,None,None,None,None,None,comment,,4351705460208070,None,None,None
212,212,腹黑攻受可爱,None,None,None,None,None,None,None,None,comment,本人减肥全靠手摸摸,4351705460208070,None,None,None
213,213,-Debby呀,None,None,None,None,None,None,None,None,comment,超萌呀,4351706148048623,None,None,None
214,214,可爱的罗罗_,None,None,None,None,None,None,None,None,comment,需要鼓励,4351706148048623,None,None,None
215,215,iimomoko,None,None,None,None,None,None,None,None,comment,@小草莓Eile,4351706148048623,None,None,None
216,216,GOGO尐Jia,None,None,None,None,None,None,None,None,comment,None or emoji,4351706148048623,None,None,None
217,217,贞木贞木,None,None,None,None,None,None,None,None,comment,回复@微笑的蟹黄堡:真巧,4351706148048623,None,None,None
218,218,Minnie-SH,None,None,None,None,None,None,None,None,comment,@ParkYoungdaisy,4351706148048623,None,None,None
219,219,樊福怀,None,None,None,None,None,None,None,None,comment,,4351706148048623,None,None,None
220,220,东南西北9001,None,None,None,None,None,None,None,None,comment,转发微博,4351706148048623,None,None,None
221,221,傻傻小天马,None,None,None,None,None,None,None,None,comment,沙雕也会,4351706148048623,None,None,None
222,222,KSSSSSSSSS,None,None,None,None,None,None,None,None,comment,@东北小文青,4351706148048623,None,None,None
223,223,木示示,None,None,None,None,None,None,None,None,comment,致敬,4351704234726633,None,None,None
224,224,Bambu777,None,None,None,None,None,None,None,None,comment,走好！,4351704234726633,None,None,None
225,225,shadingyu2016,None,None,None,None,None,None,None,None,comment,None or emoji,4351704234726633,None,None,None
226,226,浚桑,None,None,None,None,None,None,None,None,comment,回复@北虢官人:没有看到新闻报道,4351704234726633,None,None,None
227,227,lovergirlnono,None,None,None,None,None,None,None,None,comment,感谢你们！致敬！,4351704234726633,None,None,None
228,228,魑当魅里个魍当魉,None,None,None,None,None,None,None,None,comment,None or emoji,4351704234726633,None,None,None
229,229,张壹帆YUNNKJ,None,None,None,None,None,None,None,None,comment,与我年纪相仿，英雄，一路走好,4351704234726633,None,None,None
230,230,沐绯樱-,None,None,None,None,None,None,None,None,comment,None or emoji,4351704234726633,None,None,None
231,231,老刘家的丫头Q,None,None,None,None,None,None,None,None,comment,一路走好英雄,4351704234726633,None,None,None
