,Title,Account,ID,Text
34,【福利大放送】Curel优惠你做主，选出你最希望优惠的商品（11.5-11.10）,Curel珂润,ab735a258a90e8e1-6bee54fcbd896b2a-39d815f4d1f7996cdae7252decdf23b1,哇噢！珂蜜们的福利来啦！！相信珂润的神经酰胺这一成分亲们早已不陌生了，哪样商品才是珂蜜们最心水的呢？选出你最希望优惠的商品，所选即所得，咱也来当家做主人啦。敬请期待投票最高的商品出现在下次活动中呦~ 【活动主题】 Curel优惠你做主 【活动时间】 2014年11月5日—2014年11月10日【参与方式】 step1：关注Curel官方微信 step2：从以下商品中选出你最希望优惠的商品，              回复关键字：期待优惠+商品号（例：期待优惠A） 【活动奖品】我们将随机选出3名幸运获奖者，送出TA所选的正装商品。 A.润浸保湿卸妆啫喱B.润浸保湿洁颜泡沫C.润浸保湿滋养乳霜D.润浸保湿防晒乳E.润浸保湿洗发水F.润浸保湿沐浴露G.润浸保湿护体乳液H.润浸保湿护手霜I.润浸保湿润唇膏J.润浸保湿眼部美容液
35,curel珂润专场，5折优惠,波罗蜜bolome,ab735a258a90e8e1-6bee54fcbd896b2a-54ebd53cdafa622b6fc58a81c3fb43b7,丨直播特价商品Curel珂润眼部保湿美容液/¥71.49元 Curel珂润 润浸保湿卸妆啫喱/¥51.47元Curel珂润 保湿柔肤乳液/¥92.68元LION狮王止汗香体走珠/¥30.76元 LION狮王可吞咽儿童牙膏/¥7.25元Curel珂润 干燥敏感肌用眼部保湿美容液/眼霜 20g国内均价238元 直播特价71.49元温和的啫喱状美容液针对纤细敏感的眼部肌肤轻柔涂抹 迅速吸收干燥的嘴角也可以使用弱酸性，无香料，无酒精，无色素Curel珂润 润浸保湿卸妆啫喱 130g国内均价98元 直播特价51.47元清爽啫喱，不黏腻，易清洗轻松涂抹，无须用力揉搓即可卸除妆容添加独有保湿成分适合敏感肌肤Curel珂润 保湿柔肤乳液 120ml国内均价158元 直播特价92.68元富含持久滋润保湿成分深度保湿，滋养肌肤配合消炎成分用后肌肤丝滑润泽LION狮王 BAN强效去味持久清爽止汗香体走珠 40ml国内均价59元 直播特价30.76元快干型配方，清爽不黏腻止汗同时杀菌，保护肌肤棒状设计，自带滚珠可以涂抹任何出汗的部位LION狮王 面包超人可吞咽儿童牙膏 40g国内均价16元 直播特价7.25元水果口味，让宝宝爱上刷牙专为宝宝设计的防蛀牙膏抑菌，固齿，修复，一步到位让宝宝吃的开心，妈妈放心无上限免单机会8月3日中午12:30分惊喜降临！﻿▼怎样获得免单机会？就有机会被主播抽中无论这单多少钱不设上限都能免单！！！！直播在哪看？戳阅读原文，直接穿越到直播室！↓↓↓
36,日本花王的Curel珂润系列敏感肌MM首选产品,别样日本,ab735a258a90e8e1-6bee54fcbd896b2a-4acc384c556a3e277f2d438a2d92e90e,"声明：{版权归作者所有。如感觉侵权，请联系别样日本(微信：bieyangriben),我们会在第一时间删除。谢谢！Curel是日本花王旗下专为敏感肌设计的品牌。Curel创始于1999年。专门针对干燥性敏感肌肤的Curel品牌的诞生，花王是最早着眼于肌肤角质细胞间存在的脂质“Ceramide神经酰胺”的化妆品品牌。特别是脸部护理中Curel珂润添加了润浸保湿神经酰胺功能成分，它在补充水分的同时渗透至肌肤深层给予充分滋润，解决脸部干燥、红肿、发痒等困扰。1.Curel珂润润浸保湿化妆水花王CUREL专为敏感性干燥肌肤设计保湿爽肤水~一共3款质地，1号质地最清爽，如同清水一样，但是保湿效果OK！！这个请放100个心~Curel帮助很多敏感皮肤的亲，调理和改善肤质，Curel也是无添加的产品，不是敏感皮肤的亲，用无添加的产品也会让皮肤远离添加剂，恢复健康素肌状态2.Curel珂润保湿洁面泡沫Curel的泡沫更轻柔温和，且有消炎的功效，非常适合干燥敏感肌肤使用。毫无刺激感且清润不干燥，对肌肤没有任何负担，特别是闭口泛滥的时候，一点都不用担心加重闭口，并且使用一段时间后，闭口会渐渐减少，肌肤整体也慢慢恢复至正常时期。3.Curel 珂润润浸保湿沐浴露Curel沐浴露包含保护肌肤重要的滋润成分神经酰胺（Ceramide）的同时，彻底洗净汗水与污垢。干燥肌肤也可以变得滋润光滑。有效防止肌肤粗糙（含有消炎成分），适合娇嫩敏感的肌肤！（孕妇儿童都可以使用）4.Curel珂润卸妆啫喱在为卸妆油引起痘痘而烦恼的时候，出现了curel卸妆霜，清爽不刺激，不会给皮肤造成任何的负担的同时轻松卸除彩妆，轻柔面部的同时还能揉出油脂粒和白头，性价比超高的卸妆盛品！5.Curel珂润BB霜专为干燥性敏感肌肤设计，防敏感防致痘配方。SPF28 PA++ 防晒同时润色。低刺激设计，添加神经酰胺及桉树精华保湿成分。防敏感、防致痘配方低刺激、无香料、无酒精、不含紫外线吸收剂！具有遮盖力乳霜质地 ，遮瑕保湿，肌肤零负担防晒同时润色！6.Curel珂润润浸保湿倍护护体防晒乳Curel防晒乳特别温和，是专为干燥性敏感肌肤设计的保湿隔离物理防晒乳液。植物保湿成分、植物防晒成分及植物提取的消炎成分，能有效防止因紫外线对肌肤造成干燥的伤害，有效预防晒伤！植物保湿成分、植物防晒成分及植物提取的消炎成分，能有效防止因紫外线对肌肤造成干燥的伤害，有效预防晒伤。含有隔离成分，不但具有脸部防晒功能也可以做妆前隔离霜使用。7.Curel珂润保湿眼霜针对纤细敏感的眼周肌肤，轻柔涂抹，迅速渗透，持续水润，温和的啫喱状美容液，有效防止肌肤干燥，滋润眼周肌肤，令妆容更贴合。干燥、脱屑的嘴角周围也可以使用。弱酸性 无香料 无色素 无酒精(不含乙醇）8.Curel珂润保湿面霜这是一款为干燥性敏感肌肤考虑的低刺激性保湿面霜。滋润成分渗透角质深层。有助肌肤自身的神经酰胺抵御外来刺激的能力，保持肌肤润泽。另外，从植物中提取的美白有效成分（Chamomilla ET母菊萃取物）能够抑制黑色素生成防止色斑雀斑，令肌肤焕发水润透明感。无香料、无色素、不含酒精。 ※图文素材摘自网络，小花酱整理"
37,Curel珂润天猫旗舰店三周年庆（7.7-7.16）,Curel珂润,ab735a258a90e8e1-6bee54fcbd896b2a-7ccfd1affdfe2facd0843f5d18e93bb8,2011年Curel珂润正式登陆天猫旗舰店。掐指一算，如今已是第三个年头。在此感谢小伙伴们对Curel的喜爱与支持。珂润特选9款当季明星产品，降价增礼还包邮，3周年庆火热进行中。。。活动时间：7月7日10:00 - 7月16日10:00（共10天）*超值第一弹：团购进行时团购1:珂润润浸保湿卸妆啫喱(包邮)作为珂润家族的当家花旦，早已家喻户晓。多少人迷恋上了她那晶莹剔透的外观和清新淡雅的香气。无需摩擦即可轻易延展，彻底清除毛孔深处的油脂污垢，让你的皮肤深呼吸。购润浸保湿卸妆啫喱130g原价98元  包邮20人95折/93.1元100人9折/88.2元（截止到目前，已有32人购买）团购2:珂润润浸/控油保湿洁颜泡沫(包邮)犹如云朵般绵密的泡沫，不带走肌肤原有的滋润成分—神经酰胺的同时轻松洗净汗水和污垢，洗后水润舒爽。专为爱美又偷懒的你而设计哦~购润浸/控油保湿洁颜泡沫150ml原价118元 包邮50人85折/100.3元100人8折/94.4元*超值第二弹：买立减活动1：购润浸保湿滋养乳霜 包邮原价188元 现价158元（8.4折）活动2：购润浸美白防晒乳液 包邮原价208元 现价166.4元（8折）*超值第三弹：买赠+免邮活动1：购：润浸保湿柔和乳液 包邮赠：化妆水II 30ml（价值32元）活动2：购：润浸保湿化妆水I/II/III 包邮赠：柔和乳液30ml（价值40元）更有超大惊喜等待着你，快上天猫旗舰店选购吧~花王(中国）官方旗舰店http://kao.tmall.com
38,Curel珂润，触及一个多愁善感的春季,扬子风尚,ab735a258a90e8e1-6bee54fcbd896b2a-d731b3e73d70190436429d447e429b21,我们可以随心所欲，但不能随波逐流，找一份自己放心的享受，上月底风尚君分享的20份Curel珂润保湿滋润护肤水受到了一致好评。                    很安全很基础的保湿，透明的白水质地。本人皮肤属于敏感性混合型偏油皮肤，T区尤其油且毛孔粗大。每天早上使用，搭配的是jurlique的日霜，刚开始用时觉得偏油，用完日霜更觉得没法完全吸收，某天拍完水后接了个电话延缓了半分钟再上霜，惊奇地发现脸部的所谓的油腻全部消除！原来拍完水后静待一会全部吸收后再上日霜，可以清爽一整天！图片是只拍了水后的状态，虽然不是水当当，但可以看到使用后的很自然的水透而非表面（天生痘肌，家里的台灯光偏黄，凑合看吧），感觉性价比杠杠的强烈推荐南方的妹纸全年或是北方的妹纸在夏天使用！                               此水的镇静效果很好，最近学车，手臂被晒伤了，一摸就痛，擦了点试试，两天左右基本不痛了，红肿也消得很快。特别是对于我这种敏感性皮肤来说，简直就是福音，平时擦最基础的保湿产品都会过敏最让人惊喜的是擦了珂润后不再需要再擦其他后续产品，一天下来一直保持比较好的肌肤状态，不泛油光，这点十分满意。唯一有一点要注意就是按压喷头时要轻一点，不然一下子会挤出很多。                                我不属于敏感肌范畴，但Curel珂润主打的不刺激以及日系药妆的安全性对于换季来说，是一个很好的选择。而且我一向对花王系的品牌有好感，无论是早前被花王收购的佳丽宝旗下的impress印象之美、同属药妆线的freeplus芙丽芳丝，还是花王自己的高端est和亲民的sofina索菲娜，统统都是我的心头好。如果我没有记错，花王是最早着眼于肌肤角质细胞间存在的脂质“Ceramide神经酰胺”的化妆品公司，而珂润正是在这一研究基础上诞生的主打安全牌的开架护肤品牌。我刚才说了，我没有敏感的困扰，所以选择这款水对我而言，看中的是它的补水保湿。我试用的是珂润润浸保湿化妆水II号较滋润型，官方的说话是滋润成分蓝桉叶提取物渗透至角质层内，深度保湿，调整肌肤不易受外部刺激影响，变得光滑而充满滋润感。含消炎成分，有效防止肌肤粗糙。试用下来，我原本担心的油腻感在现在这个春夏交替之际并没有太多负担，而且确实非常保湿，用后肌肤看起来变得光滑而且充满滋润感。一看含消炎成分，真的让我心动了一把，因为我老是会起封闭型粉刺，试用一周下来，确实能看到效果，肌肤变得干净通透了，也就是说，它对闭口和调整肌肤纹理确有帮助。当然，我最满意的还是它的保湿效果，天再热一点，我考虑换成I号清爽型来用，这样既不会造成皮肤油腻，也不用担心夏季室内外温差太大造成的肌肤缺水和不稳定。                   挤压式瓶口的设计使用非常方便，一次是一滴的量，不会出现一下子倒太多的情况。使劲摇晃后泡沫小而细腻，应该不含酒精。皮肤吸收很快，会有一点点粘。因为这瓶是滋润型，所以没有那么清爽，我个人是混合型皮肤，所以对我而言这种滋润程度正好。用后感觉很舒服，对皮肤有镇静作用，红血丝有减少。按摩吸收后很保湿，脸不再紧绷也不会有滑腻感，十分温和。                            虽然柯润是走亲民路线的药妆品牌，但这款珂润润浸保湿化妆水II标准型的包装仍然很漂亮，虽说没有花哨的设计，但不失日系的清新和细致。我在清洁后用化妆棉倒取了一元硬币大小的用量，可以看见化妆水透明流淌性好，气味非常淡。将化妆棉片拍打数下，它的吸收很快，肌肤变得很滋润。我刻意等了三分钟再进入护肤的下一个步骤，满意的是肌肤并没有很快变干燥，滋润度令我满意。试用三天后，我用它来尝试敷面膜，贴面10分钟后结果相当惊喜，整个脸部皮肤都亮了，可见它的保湿效果非常好，效果能够持续到第二天。                            本人皮肤属于干性皮肤但T区偏油。试用第一天，打开这瓶水完全没有酒精味的这一点很让我有好感，要知道lamer和SKII都有酒精味，而且每次擦皮肤都觉得有点刺痛，而这个擦到脸上感觉很舒适，水水的滋润感，极度温和，几乎擦上去就立马吸收了，完全不会有那种要等水或者油干掉的问题，个人觉得完全不输大牌水。最重要的是性价比，高到可以一直用，空瓶空瓶空瓶，价格上就算兴致来了想做为面膜的底液也完全承受的起！！而且日本人爱配的按压式的喷头我也很喜欢，保证水的干净，还能控制用量，很省很省哦！ps:听说这款孕妇和宝宝都可以用，我还给我家3岁女儿擦了，娇嫩的小肌肤没有一点不适应，很受用。
39,haba/curel/freeplus|爽肤水对比,饭饭哒,ab735a258a90e8e1-6bee54fcbd896b2a-4d80950acf9b3b46bc80b2ff99771dfc,"   Curel这个系列一直很想尝试的，我对这些主打敏感肌的牌子都很有好感。这个去年就已经囤好了，前阵子终于把囤货用完了开了这只，滋润保湿效果确实有被惊艳到。虽然和白开水一样的流动性很强，但是里面饱含的保湿因子却还是能牢牢的锁住在肌肤里。而且这样的保湿度再加上这样的清爽度，好感度也是瞬间飙升！   而且curel还挺贴心的，如果你是干皮，觉得I号水的保湿度不够，还有II号水，III号水哦，大家可以根据自己的需求选择！       Fp这个水其实有两个，一个是1号清爽型，一个是2号滋润型。2号就是大家俗称的深水啦！深水也是他家的明星产品。深水的质地比较浓稠，不是那种流动性的液体，介于水和乳之间，但偏水多一点。虽然质地稍微稠一点，但是还是很清爽水润，一抹化水，完全不用担心油腻哦。保湿度要比补水度更出众一些！但是我个人偏爱水质地的爽肤水多一些，所以这款只用过2,3只而已，但是如果天猫有折扣什么的还是会入的哈哈。    对Haba这个牌子好感度飙升就是因为G露啦！去年刚开始用，一年时间也用掉了3,4瓶了。白开水一样的质地，无色无味，没有添加任何香精之类的东西，用起来比较安心。补水的效果我觉得好赞啊！拍个3遍左右就觉得皮肤饱满水润了好多！平时还能用来敷敷水膜什么的，便宜也不心疼，而且一年四季用都很合适。"
40,【屈臣氏】门店最新优惠！森田面膜、curel珂润、婴儿奶粉等优惠,香港购物宝典,ab735a258a90e8e1-6bee54fcbd896b2a-a08aed7ecc252437aab5069e3d4880eb,香港屈臣氏最新优惠海报优惠期: 即日至2017年9月28日左下角，您点一个小编工资涨1毛最新优惠情报.iphone终于降价啦，便宜了这么多 !是时候入手啦大优惠!!潘多拉手买珠子送手链!!仅限四天adidas、NB鞋子低至$240!海港城开仓海量实拍~划算哭了!!平底鞋、背包低至HK$200起、连衣裙35折!i.t开仓海量实拍~▌图文编辑：香港购物宝典（hkgwbd）转载请注明来源▌素材来源：网络（如有侵权、请联系删除）▌商务合作：电话 0755-82180123  QQ 2355384715香港商家、品牌优惠，回复下面关键字，立刻查看！莎莎 | 万宁 | 屈臣氏 | 卓悦 | 雅施 | 卡莱美 | 崇光 | 一田百货 | 海港城 | 正生 | 楼上 | 华润堂 |...
41,AEON番禺广场店丨【珂润Curel】欢迎您前往体验！,广东永旺综合百货,ab735a258a90e8e1-6bee54fcbd896b2a-3a80881f213762c0abea5652ce878125,为庆祝母亲节，花王旗下日本敏感肌市场销量第一品牌珂润Curel ！4月26日—5月2日将在永旺番禺广场店负一楼生活品区举行促销体验活动，亲临体验的顾客可享受多款优惠，另有免费珂润旅行套装3件套领取，欢迎光临惠顾！以上活动仅限AEON番禺广场店，详情请咨询永旺番禺广场店负一楼生活品区的珂润专区。
42,这个冬天keep住润→日本珂润Curel正式进驻AEON天河城店,广东永旺综合百货,ab735a258a90e8e1-6bee54fcbd896b2a-850a25fbf28d87d2f1fa5d7f414e9324,日本花王旗下珂润Curel品牌12月正式入驻AEON天河城店！为庆祝新店开业，即日起珂润为各位顾客准备了多款优惠套装，除了丰富买赠活动外更有免费获得珂润体验3件套的机会！这个冬天，赶紧到AEON选购珂润Curel，滋润您的肌肤每一天吧！以上活动进行AEON天河城店参与
43,❤卓悦最新购物优惠|CUREL深层卸粧啫喱、MARVIS薄荷牙膏、AHC保湿爽肤水低至4折,香港自由行,ab735a258a90e8e1-6bee54fcbd896b2a-645c9cbe1a428d82ebbb722adf998bc8,稳居洁面皇者之位！质地软滑易推，卸全粧无难度！洗后洁净清爽！干燥敏感肌都用得！CUREL深层卸粧啫喱 130g建议价HK$120特价HK$65/支头等机舱专用牙膏！以薄荷为基调，制造出各种独特的清新香味，用后24小时零口臭！MARVIS薄荷牙膏(多款) 75ml建议价HK$88每支HK$35一秒补水！啫喱状爽肤水，蕴含丰富透明质酸、维他命B5、人参精华，大量水分直入肌底，肌肤即时饮饱水，柔润嫩滑！AHC高效水合透明质酸保湿爽肤水 100ml建议价HK$160特价HK$58/支日本销量No.1！纸尿片超柔软透气，呵护BB幼嫩肌肤！BB着住成晚，吸满尿湿，屁股仔依然干爽！Merries婴儿纸尿片/学行裤(多款)建议价HK$179-199每包HK$118-148弥敦道558-560号誉发商业大厦18fa-c▼☞香港品牌报价网址：baojia.3hk.cn☜版权免责声明：部分图文分享自互联网，如有侵权请微信告知处理。转载需注明来源：3hk.cn 香港自由行Email：tony@3hk.cn  QQ: 764435673点击「阅读原文」查看更多
44,Curel珂润！每到春秋天都会被疯抢～平价又好用！,美健人生,ab735a258a90e8e1-6bee54fcbd896b2a-fe37c2f64cf0bc03b24e0769d43c7fbc,"说到日本保湿效果好的护肤品那就太多了比如药妆店的平价系列中MINON、碧柔、芙丽芳丝、薏仁水、肌研。。。都是保湿效果不错的产品但对于敏感肌的妹子来说秋季选择护肤品可不能大意一定要选择无添加、或者含100%植物成分不过，最推荐的还是敏感肌专用的护肤品今天，就给MM们介绍一下每当秋天，都会被疯抢的一个牌子▼▼▼Curel 珂润Curel是花王旗下专门针对干燥敏感肌人群研制的一款护肤品品牌再不给肌肤带来刺激的同时能够全面呵护干燥肌肤！别看它不属于专柜大牌护肤品牌但人家在药妆店里的人气可是无人能比尤其在秋冬干燥季节它可是敏感肌女生的大救星！下面就来看看Curel有哪些护肤好物吧！柔软啫喱状质地无需用力揉搓就可轻松涂抹开清爽不刺激不会给皮肤造成任何的负担泡沫持久丰盈彻底洁净汗水及油脂污垢同时保护肌肤内的天然保湿元素蕴含温和洁净成分不会对肌肤造成负担用后感觉舒爽水润有效预防干燥问题含有滋润成分蓝桉叶提取物可渗透至角质层内深度保湿调整肌肤不易受外部刺激影响光滑而充满滋润感这款乳液的滋润度很高配合化妆水使用保湿效果更好能够让肌肤充足喝饱水分彻底改善干燥问题从根本改善干燥敏感性肌肤醇厚滋润不黏腻有效缓解干燥及敏感症状能够充分渗透到角质层内保持丰盈弹润的滋润肌肤状态通过渗透角质层面膜配方修复皮肤薄弱的眼部角质层使眼部肌肤变得丰盈有光泽弱酸性，不含香料，色素及酒精真正无添加配方，纯物理防晒清爽易吸收的乳液型使用后肌肤保湿不干涩涂抹后无油腻感，透明不泛白解决了干燥性敏感肌肤的困扰秋冬季节唇部的保养同样重要这款润唇膏具有很好的保湿效果能够长时间保持唇部滋润有光泽温和清洁配方,有效洗净脏污有效保湿滋润，直达角质层深处减少肌肤压力，预防肌肤干燥有配合消炎剂有效成分"
45,Curel/珂润保湿面霜内附链接,小8雜貨店,ab735a258a90e8e1-6bee54fcbd896b2a-43512c88c3b7bd429cdd5fb7aeded445,【现货日本购Curel/珂润 润浸保湿滋养面霜/乳霜 补水保湿40g】复制这条信息￥8P0V0G2VtL5￥后打开手淘
46,【澳門優惠】CUREL2017專櫃最新報價,澳門優惠GO,ab735a258a90e8e1-6bee54fcbd896b2a-16034a87944a84c3265693860c6429d2,~我們致力搜尋更多澳門的優惠信息~號外！號外！號外！小編將與朋友合作開通淘寶購物鏈接，這樣你們要購物也方便多了哦~就知道小編經常失蹤是為了什麼了哦~~有事情找小編，請留言~雖然不常在線，看見會盡量回復需要代購請加WECHAT：COMOMACAU
47,"【每日说明书,第1106期】花王Curel珂润润浸保湿化妆水150ml",淘大阪,ab735a258a90e8e1-6bee54fcbd896b2a-94d880fa156b26e32c19efb5cd37fb92,关于【每日说明书】第1106期< 淘 大 阪 >为了让大家更好的了解日本产品，我们将每日推送一款日本商品的中文说明书查询想要了解的商品，请按格式回复：商品（名称或条形码）说明书例如：珂润润浸保湿化妆水说明书查询不到的说明书，大阪君会尽快完善。花王 Curel 珂润 润浸保湿化妆水 150ml·针对反复粗糙、干荒的干燥敏感肌肤打造的保湿化妆水。·添加保湿成分桉树精华，能充分渗透角质层深处。充分滋润皮肤，防止皮肤因外部刺激而变得干燥粗糙，保持细嫩柔滑。·配合消炎有效成分。·弱酸性、无香料、无着色、无酒精·通过过敏性测试（不代表所有人都不过敏）主要成分尿囊素，纯净水，甘油，BG，甜菜碱，桉树提取物，POE甲基葡萄糖苷，PEG 1540，琥珀酸，精氨酸，POE氢化蓖麻油，对羟基苯甲酸酯使用方法用于早晚洁面之后。取适量（约按压3~4泵）本品，充分涂抹于脸部，温和按摩至吸收即可。注意事项1、皮肤有伤、肿胀、湿疹、发炎等异常情况时，请勿使用。2、使用时注意皮肤是否出现异常。若有不适，即使用中出现发红、肿胀、发痒、刺激等异常情况，或使用后经太阳直射后出现以上异常情况时，请立即停止使用，并前往皮肤科医生处进行咨询。如继续使用可能会导致状况恶化。3、注意避免入眼使用，若是不慎入眼，请立即用清水或温水冲洗。如仍感不适，请咨询眼科医生。4、为了防止儿童或者有认知障碍的人群误食，请注意下放置场所。条形码1号清爽型：49013012360432号滋润型：49013012361973号超保湿型：4901301236180- End -戳↓“阅读原文”关注淘大阪！掌握日本商品最新资讯。
48,【天猫促销】Curel天猫新风尚(8.12-8.25),Curel珂润,ab735a258a90e8e1-6bee54fcbd896b2a-b70c954e65ce17a1621da1eb3953eb75,"在这个夏末初秋。空气越发干燥的时候。从头到脚，珂润全都为你想到。温柔呵护您的肌肤，不受外界刺激影响。活动时间：2014年8月12日-2014年8月25日优惠三部曲：1.明星保湿套装（限定19套）珂润润浸保湿化妆水滋润成分蓝桉叶提取物渗透至角质层内，深度保湿，调整肌肤不易受外部刺激影响，变得光滑而充满滋润感。有效解决干燥烦恼，更有3个滋润程度可供选择。珂润润浸保湿滋养乳霜日本销售NO.1富含神经酰胺功能成分最多的产品，能够深入肌肤内部，抵抗外界刺激，提高肌肤的屏护功能，塑造高密度水润肌。购：化妆水150ml+滋养乳霜40g赠：护体防晒乳60ml （售价118元）2.买一送一护发素(限量发售)关注面部肌肤的同时，千万不要忽略了我们秀发。一到初秋，头发由于缺水会变得干枯毛糙，恼人的头屑也会跑来报到。珂润润浸保湿护法素使毛糙头发得到充分滋润。减轻头皮负担，锁住头皮和头发的水润。预防由于干燥引起的头屑，瘙痒等头皮问题。购：护发素440ml/128元赠：护发素200ml/68元3.满额赠礼,再度升级（卸妆啫喱抵用券）购：满388元赠：价值166元的产品+10元电子抵用券4.清洁防晒组合（8.16-8.17限时发售）敬请期待。。。更有超大惊喜等待着你，快上天猫旗舰店选购吧~花王(中国）官方旗舰店http://kao.tmall.com"
49,"【每日说明书,第1098期】花王Curel珂润润浸保湿化妆水150ml",淘大阪,ab735a258a90e8e1-6bee54fcbd896b2a-df912565fabdc72db310c7743d12f2cc, 关于【每日说明书】第1098期< 淘 大 阪 >为了让大家更好的了解日本产品，我们将每日推送一款日本商品的中文说明书查询想要了解的商品，请按格式回复：商品（名称或条形码）说明书例如：珂润润浸保湿化妆水说明书查询不到的说明书，大阪君会尽快完善。花王 Curel 珂润 润浸保湿化妆水 150ml·针对反复粗糙、干荒的干燥敏感肌肤打造的保湿化妆水。·添加保湿成分桉树精华，能充分渗透角质层深处。充分滋润皮肤，防止皮肤因外部刺激而变得干燥粗糙，保持细嫩柔滑。·配合消炎有效成分。·弱酸性、无香料、无着色、无酒精·通过过敏性测试（不代表所有人都不过敏）主要成分尿囊素，纯净水，甘油，BG，甜菜碱，桉树提取物，POE甲基葡萄糖苷，PEG 1540，琥珀酸，精氨酸，POE氢化蓖麻油，对羟基苯甲酸酯使用方法用于早晚洁面之后。取适量（约按压3~4泵）本品，充分涂抹于脸部，温和按摩至吸收即可。注意事项1、皮肤有伤、肿胀、湿疹、发炎等异常情况时，请勿使用。2、使用时注意皮肤是否出现异常。若有不适，即使用中出现发红、肿胀、发痒、刺激等异常情况，或使用后经太阳直射后出现以上异常情况时，请立即停止使用，并前往皮肤科医生处进行咨询。如继续使用可能会导致状况恶化。3、注意避免入眼使用，若是不慎入眼，请立即用清水或温水冲洗。如仍感不适，请咨询眼科医生。4、为了防止儿童或者有认知障碍的人群误食，请注意下放置场所。条形码1号清爽型：49013012360432号滋润型：49013012361973号超保湿型：4901301236180- End -戳↓“阅读原文”关注淘大阪！掌握日本商品最新资讯。
50,【假期旅游Tips】Curel带你游东京,Curel珂润,ab735a258a90e8e1-6bee54fcbd896b2a-f0d104d55d9310714735b831ee6c8043,"下周就是国庆假期了，大家一定规划好了自己完美的休假计划。十一不出游，节后胖成球！今天Curel先带你逛逛京都，给大家推荐东京旅行时不可错过的几件事。去明治神宫祈福- -日本重要的神社明治神宫是求学业的宝地，而且每年要举行上千场的日本传统婚礼，平均每天都有三四场，很多明星会选择此地举行婚礼，如铃木纱理奈,户田菜穗,松田贤二等等~去东京塔寻找爱情- - 东京的象征，东京故事的发生地位于日本东京港区芝公园，是一座是以巴黎艾菲尔铁塔为范本而建造的红白色铁塔，但其高333公尺，比艾菲尔铁塔高出13公尺，是全世界最高的自立式铁塔。在250米高的地方，有一个玻璃展望台，在此可以俯瞰东京全市。塔的下部为铁塔大楼，一、二楼为休息厅和商铺，还有小朋友喜欢的独角仙馆，三楼是一个蜡像馆和Hello Kitty商店。去三鹰膜拜《宫崎骏》- - 森吉卜力美术馆《天空之城》、《幽灵公主》、《风之谷》、《龙猫》、《哈尔的移动城堡》、《千与千寻》、《猫的报恩》、《萤火虫之墓》，在这些耳熟能详的名字面前，还有其他不去的理由吗？去浅草寺求上上签- - 诚心许下你的愿望，求一个灵签吧！到浅草，必然是要去浅草寺的，因为整个浅草都是以浅草寺为中心而形成的闹市区，与银座、新宿等地不同，这里展示的是东京的另一面。据说，浅草是东京的发祥地。这里保留着浓郁的江湖风情，如果想体验一下日本最传统的文化和风俗，这里是再合适不过的选择了。去银座释放购物激情- - 步行者的天堂，小心信用卡刷爆！银座以高级购物商店闻名，是日本最具代表性的最大最繁华的街。与巴黎的香谢丽大街、纽约的第五大街齐名，是世界三大繁华中心之一。【不可错过的地道美食】一兰拉面- - 号称东京最好吃的拉面店创建于1960年的一兰拉面起源于九州，是博多拉面的一种，也是当地豚骨白汤拉面的代表，被称为“福冈第一”的拉面哟！台场海贼王ONE PIECE主题餐厅-BARATIE位于东京台场富士电视台7楼的日本超人气动漫作品『海贼王ONE PIECE』主题餐厅-「海上餐厅BARATIE」，再现漫画中出现的各种料理，喜欢『海贼王ONE PIECE』，或者日本动漫的朋友不如去看看这个日本最有意思的动漫主题餐厅。【东京购物小贴士】购物贴士1：前往秋叶原扫货时最好背上一个双肩包，不然Shopping时会很辛苦哦！一些电器店出售的电器由于电压、技术差异等因素只能在日本使用。所以购买电器的时候，如果懂得日语，一定要看好或问清电器的电压等参数，最好还是能找到懂中文的店员问问清楚比较好。购物贴士2:对于MM们来说，日本药妆店是必定不会错过的购物地点。由于日本药妆店是开架式的，所以里面几乎所有的化妆品都是可以免费试用的，试用过后再选择适合自己的商品，这样的设置很人性化。不妨在药妆店寻找日本敏感肌第一品牌-Curel吧。在日本的药妆店随处都可以见到一整排的珂润产品，珂润当之无愧是在日本敏感护理产品的NO.1，据说在日本每5个人中就有一个人买过珂润产品。有没有发现粉红色这款在国内没看到过，这是今年日本刚上市的珂润BB系列，具有很好的遮瑕功能，关键对敏感肌肤无刺激哦。明年就会在中国上市，敬请期待哦。购物贴士3：在东京站八重洲北口的地下主题商业街，集合了日本各电视台开办的多家主题动漫直营店，可以买到深受喜爱的动漫角色周边，可谓是应有尽有，比如HelloKitty、轻松熊、奥特曼等，这里还有别的地方所买不到的限量版商品，喜欢动漫的MM一定不能错过。购物贴士4：从今年10月1日起，一项新的外国人免税制度将在日本全国执行，免税商品范围从仅限于电器、服装、箱包等耐用消费品扩大到化妆品、食品、饮料、药品等普通消耗品，几乎覆盖了全部商品。这意味着短期访日的外国人在日购物只要符合相关规则，所购携带出境的商品均可获得免除8%消费税的待遇。 不过，新增的免税项目，以1人1日1店铺“5千日元至50万日元”范围内为免税对象。免税商品需要用固定方式包装，不能拆封，且购买后30日内必须将商品带出日本。 而现行的家电、装饰品、衣服、鞋子、包包等，还是以1万日元以上为免税对象。此外，新规则下退税手续将继续简化，店家直接以不含税的金额结账。而免税店的LOGO也将统一，大家可以认准下面这个标志。有这个标志的店家就是免税店。 "
