,Account,Location,Gender,Rank,Follow,Follower,Weibo,FeedTime,GetTime,Type,Sentence,ParentMid,Share,Comment,Good
26,开心100小朋友8,None,None,None,None,None,None,None,None,comment,我最大的优点就是爱笑，毕竟爱笑的女孩运气都不会太差@Curel珂润,4346924477947485,None,None,None
27,萌面超人回来啦,None,None,None,None,None,None,None,None,comment,皮肤一般，但是气场要足,4346924477947485,None,None,None
28,日系穿搭_,None,None,None,None,None,None,None,None,comment,curel,4346924477947485,None,None,None
29,你有没有想我啊-,None,None,None,None,None,None,None,None,comment,坚持,4346924477947485,None,None,None
30,Ndvvx,None,None,None,None,None,None,None,None,comment,耐心,4346924477947485,None,None,None
31,兰若寻梦-若梦如画,None,None,None,None,None,None,None,None,comment,水汪汪的大眼睛👀一直觉得我的眼睛好看的，就这样看着你，请把我从非洲揪出来,4346924477947485,None,None,None
32,iG-爱ig真好,None,None,None,None,None,None,None,None,comment,出安热沙旗舰店满200-50的优惠券😂😂买他家防晒霜必备！,4346243637877344,None,None,None
33,厉飞雨先生,None,None,None,None,None,None,None,None,comment,,4346243637877344,None,None,None
34,一只萌pig,None,None,None,None,None,None,None,None,comment,,4346243637877344,None,None,None
35,起个名字都这么麻烦的嘛,None,None,None,None,None,None,None,None,comment,,4346243637877344,None,None,None
36,张蕊可不可以不忧伤,None,None,None,None,None,None,None,None,comment,回复@单单纯纯的幸福:我也要,4346243637877344,None,None,None
37,单单纯纯的幸福,None,None,None,None,None,None,None,None,comment,顺便给我来一份,4346243637877344,None,None,None
38,jul-caicai,None,None,None,None,None,None,None,None,comment,回复@Moon_Keeennyy:珂润的全部产品,4344639429997448,None,None,None
39,Moon_Keeennyy,None,None,None,None,None,None,None,None,comment,回复@没错就是我科科:是面霜买三免一吗,4344639429997448,None,None,None
40,jul-caicai,None,None,None,None,None,None,None,None,comment,,4344639429997448,None,None,None
41,Moon_Keeennyy,None,None,None,None,None,None,None,None,comment,回复@没错就是我科科:怎么个拼法,4344639429997448,None,None,None
42,jul-caicai,None,None,None,None,None,None,None,None,comment,回复@Jienie-锦林林儿:朋友买吗！屈臣氏三免一拼单吗,4344639429997448,None,None,None
43,Jienie-锦林林儿,None,None,None,None,None,None,None,None,comment,回复@捉得紧了:确认过眼神是家里有矿的人,4344639429997448,None,None,None
44,捉得紧了,None,None,None,None,None,None,None,None,comment,回复@江湖郎中阿婆困:面霜和洁面挺好用的,4344639429997448,None,None,None
45,捉得紧了,None,None,None,None,None,None,None,None,comment,,4344639429997448,None,None,None
46,张张全球go,None,None,None,None,None,None,None,None,comment,超好用的,4344639429997448,None,None,None
47,Jienie-锦林林儿,None,None,None,None,None,None,None,None,comment,是找代购是吗？有没有推荐的,4344639429997448,None,None,None
48,为伊消得人憔悴__,None,None,None,None,None,None,None,None,comment,我之前就是遇冷遇热就发红发痒，可能是留下阴影了吧，现在也不敢遇冷遇热,4344354670188106,None,None,None
49,CR大闲人,None,None,None,None,None,None,None,None,comment,,4344354670188106,None,None,None
50,也就这样叻素彩,None,None,None,None,None,None,None,None,comment,敏感肌我觉的很好弄啊，我现在都完全好了呀,4344354670188106,None,None,None
51,掉河里去吃鱼,None,None,None,None,None,None,None,None,comment,回复@真实中的谎言:这无法证明出现这种现象是隐私泄露还是单纯巧合，最好的方法是重复实验,4344354670188106,None,None,None
52,真实中的谎言,None,None,None,None,None,None,None,None,comment,回复@掉河里去吃鱼:我从不讨论搜索这个牌子护肤品…,4344354670188106,None,None,None
53,掉河里去吃鱼,None,None,None,None,None,None,None,None,comment,建议多测试几次，不定期在微信聊天中发各种知名品牌的名字，然后打开微博看微博是否有推荐该品牌的广告过来。复现率如果低于5%，直接认为是巧合就好了,4344354670188106,None,None,None
54,我从春天走来0909,None,None,None,None,None,None,None,None,comment,我一直用的珂润的霜，只有个别屈臣氏才能买到,4344354670188106,None,None,None
55,真实中的谎言,None,None,None,None,None,None,None,None,comment,回复@人狼羊菜:我有过类似的经历，输入法也有语音功能在开着……,4344354670188106,None,None,None
56,小芋头赛艇,None,None,None,None,None,None,None,None,comment,禁止联网啊,4344354670188106,None,None,None
57,布丁蛋挞果冻,None,None,None,None,None,None,None,None,comment,回复@人狼羊菜:你这是凑巧,4344354670188106,None,None,None
58,细细小世界,None,None,None,None,None,None,None,None,comment,#珂润颁奖礼#珂润面霜。敏感肌都可以用呀~,4342585403086988,None,None,None
59,我等你的似水年華,None,None,None,None,None,None,None,None,comment,#珂润颁奖礼#洗面奶@Curel珂润,4342585403086988,None,None,None
60,Curel珂润,None,None,None,None,None,None,None,None,comment,,4342585403086988,None,None,None
61,陈陈陈cyb,None,None,None,None,None,None,None,None,comment,珂润家的一系列产品用过好多啦！原先是朋友推荐的面霜，一用就是好多年，爱屋及乌又入了化妆水、乳液、洗面奶～真心啥都好用！面霜常年回购款、水乳作为基础保湿很适合敏感肌、洗面奶超温和不用起泡适合懒人党，还想试试其他产品哇咔咔！！！,4342585403086988,None,None,None
62,陈陈陈cyb,None,None,None,None,None,None,None,None,comment,绝对是珂润面霜啊啊啊啊！用了好些年，去年秋天觉得用腻了就入了迪奥、微诺娜和玉泽的霜，现在分分钟想快点用完继续买珂润。珂润面霜质地很喜欢，高保湿好吸收，绝对是敏感肌福利，平价亲民的好面霜,4342585403086988,None,None,None
63,甜筒好好吃鸭,None,None,None,None,None,None,None,None,comment,有没有一起拼珂润的,4342585403086988,None,None,None
64,花生米有颗玻璃心,None,None,None,None,None,None,None,None,comment,最爱珂润保湿面霜，温和、滋润、保湿效果棒棒的！,4342585403086988,None,None,None
65,Pinky魚丸,None,None,None,None,None,None,None,None,comment,最爱珂润保湿面霜，一直在用，干皮敏感肌都适用，用了它再上妆也不会起皮卡粉,4342585403086988,None,None,None
66,饺小小呆007,None,None,None,None,None,None,None,None,comment,,4342585403086988,None,None,None
67,董小梅也是阿呆啊,None,None,None,None,None,None,None,None,comment,洗面奶，泡沫丰富而且不干,4342585403086988,None,None,None
68,就是李沐沐,None,None,None,None,None,None,None,None,comment,回复@这里是小曹同学_:好用！买！,4343713230076748,None,None,None
69,这里是小曹同学_,None,None,None,None,None,None,None,None,comment,收到👌🏿,4343713230076748,None,None,None
70,就是李沐沐,None,None,None,None,None,None,None,None,comment,回复@阿拉斯加的猪猪:中性偏干,4343713230076748,None,None,None
71,阿拉斯加的猪猪,None,None,None,None,None,None,None,None,comment,请问你是干皮还是油皮呀,4343713230076748,None,None,None
72,就是李沐沐,None,None,None,None,None,None,None,None,comment,回复@是小饼干哟:珂润太良心了，价格好而且产品也棒！全线无踩雷,4343713230076748,None,None,None
73,是小饼干哟,None,None,None,None,None,None,None,None,comment,珂润面霜吹爆,4343713230076748,None,None,None
74,赛文婷一生推_0423,None,None,None,None,None,None,None,None,comment,回复@Conan柯南君:爽,4341694667387856,None,None,None
75,赛文婷一生推_0423,None,None,None,None,None,None,None,None,comment,None or emoji,4341694667387856,None,None,None
76,周周休七天,None,None,None,None,None,None,None,None,comment,蜜粉好好用吗？,4341694667387856,None,None,None
77,芍药mica,None,None,None,None,None,None,None,None,comment,日常通勤用这个需要两个小时补一次吗？我看测评说它两个小时就失去防护能力了,4341694667387856,None,None,None
78,蔓幺幺,None,None,None,None,None,None,None,None,comment,这款儿童的用起咋样？,4341694667387856,None,None,None
79,Conan柯南君,None,None,None,None,None,None,None,None,comment,回复@炎巧益:要看你前面用的需不需要卸，不需要就可以不卸,4341694667387856,None,None,None
80,炎巧益,None,None,None,None,None,None,None,None,comment,用珂润的散粉晚上需要卸妆吗？,4341694667387856,None,None,None
81,温凉zrr,None,None,None,None,None,None,None,None,comment,回复@Conan柯南君:最近作息不规律还变差了。。。,4341694667387856,None,None,None
82,Alice羊羊,None,None,None,None,None,None,None,None,comment,,4341694667387856,None,None,None
83,Yu_19_Yu,None,None,None,None,None,None,None,None,comment,今天欧珀莱柔护打卡，去HK热飞了,4341694667387856,None,None,None
84,大弯鹰,None,None,None,None,None,None,None,None,comment,请问在哪里能买正品，淘宝有店吗？代购怕假的啊,4340023522925968,None,None,None
85,猪猪L-,None,None,None,None,None,None,None,None,comment,哪里可以买到正品呢,4340023522925968,None,None,None
86,Curel珂润,None,None,None,None,None,None,None,None,comment,,4340023522925968,None,None,None
87,NaokiGG,None,None,None,None,None,None,None,None,comment,,4340023522925968,None,None,None
88,菠萝菠萝包吖,None,None,None,None,None,None,None,None,comment,本敏感皮我常年用珂润的经典款面霜，25岁以后，除了基础的保湿，更应正视抗初老问题，保湿和紧致护理同时进行，没用过紧致系列，超期待这款面霜，太符合我目前的皮肤需求了,4340023522925968,None,None,None
89,被承包的锦鲤,None,None,None,None,None,None,None,None,comment,回复@-被承包的妞儿_:,4340023522925968,None,None,None
90,被承包的锦鲤,None,None,None,None,None,None,None,None,comment,,4340023522925968,None,None,None
91,咪啦朵啦嘛,None,None,None,None,None,None,None,None,comment,,4340023522925968,None,None,None
92,粉色玫瑰的快乐-,None,None,None,None,None,None,None,None,comment,棒！,4340023522925968,None,None,None
93,Whistle123,None,None,None,None,None,None,None,None,comment,,4340023522925968,None,None,None
94,maikeanan,None,None,None,None,None,None,None,None,comment,有优惠么现在,4341009192278409,None,None,None
95,你看得见我的小尾巴吗,None,None,None,None,None,None,None,None,comment,珂润对我们敏感肌女孩简直太友好了,4341009192278409,None,None,None
96,种草少女阿可,None,None,None,None,None,None,None,None,comment,回复@以后的以后在爱你马甲:有类似酒精的味道,4341009192278409,None,None,None
97,种草少女阿可,None,None,None,None,None,None,None,None,comment,回复@不凡我是小超人:对头,4341009192278409,None,None,None
98,种草少女阿可,None,None,None,None,None,None,None,None,comment,回复@王小揪ywy:毕竟敏感肌福音呢,4341009192278409,None,None,None
99,种草少女阿可,None,None,None,None,None,None,None,None,comment,回复@ya-好运绝缘体本体:对对对,4341009192278409,None,None,None
100,种草少女阿可,None,None,None,None,None,None,None,None,comment,回复@今天也是要吃肉的一天:冬季必备珂润面霜哟,4341009192278409,None,None,None
101,种草少女阿可,None,None,None,None,None,None,None,None,comment,,4341009192278409,None,None,None
102,种草少女阿可,None,None,None,None,None,None,None,None,comment,,4341009192278409,None,None,None
103,阿可爱呀,None,None,None,None,None,None,None,None,comment,可以试一下,4341009192278409,None,None,None
104,帅帅贺,None,None,None,None,None,None,None,None,comment,,4340818301087761,None,None,None
105,雀斑少女阿宇,None,None,None,None,None,None,None,None,comment,,4340818301087761,None,None,None
106,帅帅贺,None,None,None,None,None,None,None,None,comment,回复@雀斑少女阿宇:哈哈哈哈哈哈哈你也是全套？,4340818301087761,None,None,None
107,雀斑少女阿宇,None,None,None,None,None,None,None,None,comment,我也用的珂润哈哈,4340818301087761,None,None,None
108,糖分一筋是万事屋的老板娘,None,None,None,None,None,None,None,None,comment,回复@呱唧酒:配自律乳好用！他家粘土面膜也不错！我上一套就用这个，资金跟不上了先用珂润缓一缓,4340818301087761,None,None,None
109,古月人青喵喵喵,None,None,None,None,None,None,None,None,comment,回复@糖分一筋是万事屋的老板娘:之前有打算买鎏金水的，不过他家其他系列也好用吗？,4340818301087761,None,None,None
110,糖分一筋是万事屋的老板娘,None,None,None,None,None,None,None,None,comment,下一套要咬咬牙买ipsa！,4340818301087761,None,None,None
111,糖分一筋是万事屋的老板娘,None,None,None,None,None,None,None,None,comment,珂润全套+1,4340818301087761,None,None,None
112,古月人青喵喵喵,None,None,None,None,None,None,None,None,comment,回复@帅帅贺:科颜氏的保湿效果很不错哒,4340818301087761,None,None,None
113,帅帅贺,None,None,None,None,None,None,None,None,comment,,4340818301087761,None,None,None
114,橙子小煦,None,None,None,None,None,None,None,None,comment,回复@反正我敲可爱GQY:大部分都是在天猫官方旗舰店买的，不做活动的时候就找代购买~,4332788205263841,None,None,None
115,反正我敲可爱GQY,None,None,None,None,None,None,None,None,comment,不好意思问一下你是在哪买的，我在天猫国际买的，总觉得是假货,4332788205263841,None,None,None
116,多读书多看报-,None,None,None,None,None,None,None,None,comment,,4332772497350315,None,None,None
117,章超同学,None,None,None,None,None,None,None,None,comment,回复@七月与你mua:我都是代购的，平时用完了就京东屈臣氏过渡一下,4332772497350315,None,None,None
118,多读书多看报-,None,None,None,None,None,None,None,None,comment,回复@七月与你mua:啊不好意思,4332772497350315,None,None,None
119,章超同学,None,None,None,None,None,None,None,None,comment,回复@七月与你mua:姐妹？？？？？？,4332772497350315,None,None,None
120,多读书多看报-,None,None,None,None,None,None,None,None,comment,求个靠谱店铺鸭姐妹,4332772497350315,None,None,None
121,章超同学,None,None,None,None,None,None,None,None,comment,回复@Z心情杂货铺的老板娘:只是一部分🙈,4332772497350315,None,None,None
122,Z心情杂货铺的老板娘,None,None,None,None,None,None,None,None,comment,厉害啦,4332772497350315,None,None,None
123,心若向阳我是暖暖,None,None,None,None,None,None,None,None,comment,淘宝官方旗舰店是正品吗,4332288823563891,None,None,None
124,仙女儿要好好说话,None,None,None,None,None,None,None,None,comment,,4332288823563891,None,None,None
125,是颗柚子呀_,None,None,None,None,None,None,None,None,comment,,4332288823563891,None,None,None
126,六月的雨_胡歌920生日快乐,None,None,None,None,None,None,None,None,comment,,4332288823563891,None,None,None
127,爱笑的女生运气不会太差happy,None,None,None,None,None,None,None,None,comment,,4332288823563891,None,None,None
128,leilayoungice炎色,None,None,None,None,None,None,None,None,comment,祝愿自己新年出的书好卖《只在梦里访问的少女》@Curel珂润,4332288823563891,None,None,None
129,宛若初生,None,None,None,None,None,None,None,None,comment,回复@宛若初生:心想事成,4332288823563891,None,None,None
130,宛若初生,None,None,None,None,None,None,None,None,comment,新年愿望是要脱单！还希望自己的发量增多，发际线向前移！也希望父母身体健康，万事如意！@Curel珂润,4332288823563891,None,None,None
131,OMG欧了,None,None,None,None,None,None,None,None,comment,新年新气象，头不秃，不长胖，一年顺顺利利的@Curel珂润,4332288823563891,None,None,None
132,我爱单眼皮_,None,None,None,None,None,None,None,None,comment,头上不脱发～一切顺利,4332288823563891,None,None,None
133,honey与热汤面,None,None,None,None,None,None,None,None,comment,回复@一日痘皮终身痘皮:遮瑕力不高，要配遮瑕膏的，我觉得还不错诶诶，我买的款更适合春夏,4332403939530013,None,None,None
134,一日痘皮终身痘皮,None,None,None,None,None,None,None,None,comment,,4332403939530013,None,None,None
135,honey与热汤面,None,None,None,None,None,None,None,None,comment,回复@一日痘皮终身痘皮:我现在用Rmk～,4332403939530013,None,None,None
136,一日痘皮终身痘皮,None,None,None,None,None,None,None,None,comment,,4332403939530013,None,None,None
137,honey与热汤面,None,None,None,None,None,None,None,None,comment,回复@瓦尔登的痘痘子:是啊断舍离神清气爽,4332403939530013,None,None,None
138,瓦尔登的痘痘子,None,None,None,None,None,None,None,None,comment,以前我也留，现在看着差不多就扔了，不想家里都是垃圾。,4332403939530013,None,None,None
139,Antelope_w,None,None,None,None,None,None,None,None,comment,不适合我这种老皮！,4331067249478020,None,None,None
140,中华小花花,None,None,None,None,None,None,None,None,comment,哈哈哈哈哈cruel我已经用了无数瓶,4331067249478020,None,None,None
141,小哈欠的武侠旅行梦,None,None,None,None,None,None,None,None,comment,抗老功效吗？,4328488796557629,None,None,None
142,恩我明天就好了,None,None,None,None,None,None,None,None,comment,请问哪里有卖的！找了好久,4328488796557629,None,None,None
143,脆脆豆,None,None,None,None,None,None,None,None,comment,紧致的翘臀,4328488796557629,None,None,None
144,菲菲不是我啊,None,None,None,None,None,None,None,None,comment,对到了屁股上,4328488796557629,None,None,None
145,处婧,None,None,None,None,None,None,None,None,comment,回复@呜嗝旧药:,4328488796557629,None,None,None
146,处婧,None,None,None,None,None,None,None,None,comment,回复@玛拉特:性感小屁屁,4328488796557629,None,None,None
147,处婧,None,None,None,None,None,None,None,None,comment,回复@Caretta:喜欢喜欢！,4328488796557629,None,None,None
148,lhy0219,None,None,None,None,None,None,None,None,comment,回复@处婧:嗯，那就是啫喱的。,4328488796557629,None,None,None
149,Dok-my,None,None,None,None,None,None,None,None,comment,对到pp上哈哈哈哈哈哈哈哈哈嗝好红红火火恍,4328488796557629,None,None,None
150,Caretta,None,None,None,None,None,None,None,None,comment,非常喜欢这瓶🙋,4328488796557629,None,None,None
151,很想上去,None,None,None,None,None,None,None,None,comment,我出50块，你把这个瓶盖儿舔了,4327046374764906,None,None,None
152,很想上去,None,None,None,None,None,None,None,None,comment,看来你这个是刚需,4327046374764906,None,None,None
153,定谔姨母,None,None,None,None,None,None,None,None,comment,,4326866782950244,None,None,None
154,黃秋香-,None,None,None,None,None,None,None,None,comment,是混油皮吗用了会不会闷痘,4326866782950244,None,None,None
155,定谔姨母,None,None,None,None,None,None,None,None,comment,回复@宇霆同学:两平方米的脸行吗,4326866782950244,None,None,None
156,宇霆同学,None,None,None,None,None,None,None,None,comment,,4326866782950244,None,None,None
157,花幻柳hahaha,None,None,None,None,None,None,None,None,comment,同意，三瓶下来就够一个125ml的科颜氏了,4326866782950244,None,None,None
158,定谔姨母,None,None,None,None,None,None,None,None,comment,回复@Sssssugar予:没错没错！,4326866782950244,None,None,None
159,定谔姨母,None,None,None,None,None,None,None,None,comment,回复@咚咚恰咚恰咚恰:哈哈哈哈哈实力害羞,4326866782950244,None,None,None
160,定谔姨母,None,None,None,None,None,None,None,None,comment,回复@肉肉的花栗鼠:你才脸大,4326866782950244,None,None,None
161,定谔姨母,None,None,None,None,None,None,None,None,comment,回复@Supremoon:什么呀我也要,4326866782950244,None,None,None
162,Sssssugar予,None,None,None,None,None,None,None,None,comment,同意,4326866782950244,None,None,None
163,棕色的闪电,None,None,None,None,None,None,None,None,comment,,4325991784098506,None,None,None
164,今天也不想失眠,None,None,None,None,None,None,None,None,comment,回复@棕色的闪电:真香预警哼！,4325991784098506,None,None,None
165,棕色的闪电,None,None,None,None,None,None,None,None,comment,回复@今天也不想失眠:不为所动,4325991784098506,None,None,None
166,今天也不想失眠,None,None,None,None,None,None,None,None,comment,老子大学用了三罐你都不为所动吗,4325991784098506,None,None,None
167,棕色的闪电,None,None,None,None,None,None,None,None,comment,回复@狮狮狮子队长:哈哈哈哈哈哈哪儿,4325991784098506,None,None,None
168,狮狮狮子队长,None,None,None,None,None,None,None,None,comment,要不要拼团在屯一个？！,4325991784098506,None,None,None
169,哦是苗苗,None,None,None,None,None,None,None,None,comment,2019年第一空,4325958817587092,None,None,None
170,_WanGhuAn,None,None,None,None,None,None,None,None,comment,,4325900822658694,None,None,None
171,喜欢猪和你,None,None,None,None,None,None,None,None,comment,,4325900822658694,None,None,None
172,喜欢猪和你,None,None,None,None,None,None,None,None,comment,回复@风啊带老娘一程吧:今天刚收到！适合敏感肤质,4325900822658694,None,None,None
173,风啊带老娘一程吧,None,None,None,None,None,None,None,None,comment,,4325900822658694,None,None,None
174,方知鹤鳥,None,None,None,None,None,None,None,None,comment,纠结要不要入,4325900822658694,None,None,None
175,喜欢猪和你,None,None,None,None,None,None,None,None,comment,回复@算了算了奶不动:有一家我经常买的！我推你,4325900822658694,None,None,None
176,算了算了奶不动,None,None,None,None,None,None,None,None,comment,姐妹有代购推荐吗！我也想买,4325900822658694,None,None,None
177,紫萱-小柒,None,None,None,None,None,None,None,None,comment,emmm，我不是敏感肌但是干燥很严重,4322396674636639,None,None,None
178,山南的小清逸123,None,None,None,None,None,None,None,None,comment,敏感肌好解决呀，，，，我的都没了,4322396674636639,None,None,None
179,要爱惜自己1,None,None,None,None,None,None,None,None,comment,,4322396674636639,None,None,None
180,韩少015_508,None,None,None,None,None,None,None,None,comment,,4322396674636639,None,None,None
181,bibibi小仙女,None,None,None,None,None,None,None,None,comment,,4322396674636639,None,None,None
182,据说名字越长的人长得越是好看,None,None,None,None,None,None,None,None,comment,我的是天生的，去年才弄好,4322396674636639,None,None,None
183,我是一个可爱的小仙女-,None,None,None,None,None,None,None,None,comment,敏感肌其实很好弄的我的就好了,4322396674636639,None,None,None
184,您撥打的电话以結婚,None,None,None,None,None,None,None,None,comment,敏感肌能治好的啊，我都已经彻底修复好了呀,4322396674636639,None,None,None
185,何必不痛不痒不坚强灬,None,None,None,None,None,None,None,None,comment,我之前也有，现在都好了,4322396674636639,None,None,None
186,MONOGRAMLVO,None,None,None,None,None,None,None,None,comment,回复@我家俩主播:欧！是的！我已经离不开契尔氏那个高保湿面霜了！而且洗面奶也只能用干皮用的，我也是被自己惊呆了...,4321825296847534,None,None,None
187,我家俩主播,None,None,None,None,None,None,None,None,comment,回复@MONOGRAMLVO:好好补水，那里太干了,4321825296847534,None,None,None
188,MONOGRAMLVO,None,None,None,None,None,None,None,None,comment,回复@我家俩主播:啊哈哈，那我马上就没雾霾了！,4321825296847534,None,None,None
189,我家俩主播,None,None,None,None,None,None,None,None,comment,回复@MONOGRAMLVO:她们没有蓝光污染，没有雾霾,4321825296847534,None,None,None
190,MONOGRAMLVO,None,None,None,None,None,None,None,None,comment,回复@我家俩主播:真的...给你见下我外婆...,4321825296847534,None,None,None
191,我家俩主播,None,None,None,None,None,None,None,None,comment,回复@MONOGRAMLVO:不不不，错误观念,4321825296847534,None,None,None
192,MONOGRAMLVO,None,None,None,None,None,None,None,None,comment,回复@我家俩主播:我一直觉得皮肤是天生的...当然除皱保湿还是要的,4321825296847534,None,None,None
193,我家俩主播,None,None,None,None,None,None,None,None,comment,擦，你天生丽质啊！,4321825296847534,None,None,None
194,我的碗不平XD,None,None,None,None,None,None,None,None,comment,请问网易考拉上的珂润是正品吗？,4319710922807454,None,None,None
195,Curel珂润,None,None,None,None,None,None,None,None,comment,,4319710922807454,None,None,None
196,Curel珂润,None,None,None,None,None,None,None,None,comment,,4319710922807454,None,None,None
197,如意吃货小当家,None,None,None,None,None,None,None,None,comment,回复@如意吃货小当家:,4319710922807454,None,None,None
198,如意吃货小当家,None,None,None,None,None,None,None,None,comment,,4319710922807454,None,None,None
199,ELEVENCHEN_11,None,None,None,None,None,None,None,None,comment,希望2019能够开心一点@Curel珂润,4319710922807454,None,None,None
200,压着马路找cp,None,None,None,None,None,None,None,None,comment,终于考研结束啦，在这难得的假期里，我没有出去过圣诞节。虽然少了一点点节日的气氛，但是冷冷的冬日窝在被子里也很幸福呢～比起前几年来说，今年最大的圣诞愿望当然是考研过过过啦！愿接下来的一年，诸事顺遂🙏@Curel珂润,4319710922807454,None,None,None
201,Emma王芯馨,None,None,None,None,None,None,None,None,comment,圣诞心愿期末英语考试考出好成绩@Curel珂润,4319710922807454,None,None,None
202,奥特曼小豆豆豆,None,None,None,None,None,None,None,None,comment,2018年，还没开始认真算过，已准备离我们而去。猛地回头，人生三大事都在今年发生了，换了心仪的工作，加入房奴的大军，进入创业的艰难，每件都经历了不一样的艰难最终都顺利挺过来了。希望新年可以组建自己的家庭，坚信会越走越好，越走越平。@江门热门事儿@小豆豆的宝贝@奥特曼小豆,4319710922807454,None,None,None
203,爱吐泡泡的小小小小鱼儿,None,None,None,None,None,None,None,None,comment,只愿家人身体健康，平安幸福，感恩！@Curel珂润,4319710922807454,None,None,None
204,林晓曲,None,None,None,None,None,None,None,None,comment,有多好用，要被种草了,4319782063263270,None,None,None
205,闹闹很可爱呀,None,None,None,None,None,None,None,None,comment,敏感肌好弄啊，我现在都弄好了,4316856410034373,None,None,None
206,凶巴巴滴怪兽,None,None,None,None,None,None,None,None,comment,,4316856410034373,None,None,None
207,Beenle_lcey小小小小涵,None,None,None,None,None,None,None,None,comment,调理哇，我都完全好了呀,4316856410034373,None,None,None
208,瑾兮100,None,None,None,None,None,None,None,None,comment,,4316856410034373,None,None,None
209,bibibi小仙女,None,None,None,None,None,None,None,None,comment,,4316856410034373,None,None,None
210,动情一若-至死不渝,None,None,None,None,None,None,None,None,comment,我以前也有现在都好了~挺好弄的,4316856410034373,None,None,None
211,梶浦銘淵_永夏,None,None,None,None,None,None,None,None,comment,回复@Rukina_Faurant:哈哈哈哈哈哈哈哈哈哈哈,4315450474667556,None,None,None
212,Rukina_Faurant,None,None,None,None,None,None,None,None,comment,回复@梶浦銘淵_永夏:这都能误伤。。。。。好的。这个不适合我。我换。适合您就好,4315450474667556,None,None,None
213,梶浦銘淵_永夏,None,None,None,None,None,None,None,None,comment,,4315450474667556,None,None,None
214,小胡在海淘,None,None,None,None,None,None,None,None,comment,,4314336976136075,None,None,None
215,不惑就是开始,None,None,None,None,None,None,None,None,comment,强,4314336976136075,None,None,None
216,莉lizi小妖,None,None,None,None,None,None,None,None,comment,答案是CBB,4313926445625004,None,None,None
217,一只胖胖哒佛系小仙女,None,None,None,None,None,None,None,None,comment,,4313926445625004,None,None,None
218,丫丫不是咩,None,None,None,None,None,None,None,None,comment,,4313926445625004,None,None,None
219,爱吃零食的小汤圆,None,None,None,None,None,None,None,None,comment,,4313926445625004,None,None,None
220,Curel珂润,None,None,None,None,None,None,None,None,comment,,4313926445625004,None,None,None
