,Account,Location,Gender,Rank,Follow,Follower,Weibo,FeedTime,GetTime,Type,Sentence,Mid,Share,Comment,Good
10,卍岁娘,海外日本,female,Lv.48,1525,165275,6827,not detected,2019-03-19 14:56:47,feed,#大萌毛化妆品#资生堂敏感肌专用品牌dprogram妆前和蜜粉，这是我的表妹推荐给我的，说实话（表妹别打我），我一开始看到这个隔离，我是嫌弃它的，图8可见，它长得很黄！！！我是偏白的皮肤，第一次看到我都快怀疑人生了……冷静了一下，我想到两点：第一，植村秀慕斯隔离有很多种颜色，黄黄的却是给​展开全文c,4339270300641251,61,236, 215
11,滴嗒墨墨,江苏无锡,female,Lv.9,113,50,73,2019-01-15 10:40:00,2019-03-19 14:56:49,feed,目前用过的防晒，娇韵诗防晒黄色瓶子的那款，涂完就是油到放光，干皮在大冬天都能发亮的那种，手不小心碰到都会粘糊糊的，本着勤俭节约的原则，我还是用完了。harnn白桑防晒，不太油，涂不好容易搓泥，有点黏，幸好一支不太大，很快造完了。资生堂dprogram小奶瓶，考验手法，容易涂不匀，但是搓​展开全文c,4328675199216559,0,0, 3
12,日本cosme美妆大赏,no location,female,Lv.35,86,581591,5606,2019-01-10 17:08:00,2019-03-19 14:56:52,feed,#日本cosme大赏#新年伊始，品牌爸爸们的新（抢）品（钱）战役又双叒叕开始啦！贵妇#迪奥#奶奶这一次重磅推出了抗老化精华油，富含满满营养成分，深层滋养不粘腻，适合偏熟龄的干燥肌肤哦！资生堂爸爸旗下敏感肌最爱的品牌Dprogram，这一次专为敏感唇的小仙女量身打​展开全文c,4326960693550756,3,17, 19
13,青也没了就剩春,四川成都,female,Lv.34,164,409,1803,2019-01-08 21:18:00,2019-03-19 14:56:55,feed,给JJMM推一个定妆粉资生堂dprogram药妆店给的赠品出乎意料的好用诶！粉质很细用到下午完全不脱妆霓虹的店真的好好逛让我一个懒的连开水都不想烧的女人居然开始想写小红书了2日本·Kyoto​,4326298837238026,0,7,0
14,胖胖要加油呀,其他,female,Lv.14,87,112,524,2018-11-16 17:53:00,2019-03-19 14:57:05,feed,#空瓶记录#20/100:来自@Arya_pan的推荐，资生堂的dprogram发挥很稳定，一个夏天刚刚好​,4307040739954639,0,20, 1
15,阿喂喂喂喂w,其他,female,Lv.40,38,195,221,2018-11-13 17:37:00,2019-03-19 14:57:13,feed,需要靠谱日代帮带资生堂的dprogram蓝色水乳~要有小票的​,4305949559209178,0,28, 3
16,泥巴7er,上海,female,Lv.40,992,63405,974,not detected,2019-03-19 14:57:18,feed,#跟着日杂买买买#其三，这次来广州带了个随身包，液体的粉底是不愣够托运的，所以我带了这个粉饼。我看很多博主都说dprogram是资生堂旗下一个糊的很的主打适合敏感肌痘肌的系列。其实以前我是不认识的…在日本药妆店看到这个新品粉饼包装还挺好看的，在手背试了一下粉感也很细，手背毛孔一下子柔和​展开全文c,4304458924230411,11,104, 134
17,种草少女寒寒,海外,female,Lv.43,588,725258,5659,2018-09-18 20:46:00,2019-03-19 14:57:22,feed,「资生堂dprogram新品粉饼」看介绍运用了药用护肤成分，化妆的同时还有护肤效果皮肤粗糙，敏感肌时期可以用，感觉好像还不错诶！种草了(´▽`ʃ♡ƪ).L美妆星球种草酱的秒拍视频​,4285703338504412,138,34, 234
18,SHIY呀,浙江绍兴,female,Lv.33,390,611,551,2018-09-16 17:52:00,2019-03-19 14:57:25,feed,日常纠结买什么水乳是黛珂植物韵律还是黛珂紫苏还是资生堂dprogram​,4284934778319488,0,94, 5
19,吃南瓜的咩,广东深圳,female,Lv.37,166,395,1245,2018-08-28 21:15:00,2019-03-19 14:57:50,feed,只在日本售卖的资生堂D-program系列痘肌专用，并没有特别的感觉……​,4278100621140658,0,7, 5
20,CCCCCalty,海外英国,female,Lv.36,542,950,552,2018-08-26 23:43:00,2019-03-19 14:57:55,feed,敷尔佳真的太厉害了吧！！！！！安利给全世界用了两天好久了的闭口都淡了皮肤镇定很多还有资生堂的dProgram敏感肌福音​,4277412982556205,2,39, 8
21,潘圆圆要努力,江苏,female,Lv.9,174,69,98,2018-08-21 22:38:00,2019-03-19 14:57:58,feed,#空瓶记#3／100资生堂红腰子，作为一瓶维稳精华，可能一直以来都是用的dprogram，肤况比较好，偶尔的紧急过敏也发挥不了作用，只能靠胎盘素原液救回来，所以暂时不能感受到它的好，应该不会回购了​,4275584895440472,0,5, 2
22,onecosme,no location,female,Lv.48,739,2037800,67207,2018-08-16 16:25:00,2019-03-19 14:58:05,feed,资生堂dProgram推出日本首款药用护肤粉饼，粉质和液体混合制成，添加氨甲环酸和甘草次酸2种有效药用成分，成分温和，质地轻薄，敏感肌适用，缓解痘痘肌问题。来源ins​,4273679062054080,98,50, 259
23,我吃饱了要睡了,上海,female,Lv.37,350,1737,735,2018-08-11 21:39:00,2019-03-19 14:59:44,feed,求一个日代！！能代dprogram的（资生堂下的二线）。哭唧唧(´;︵;`)​,4271946143347826,1,1, 10
24,杂草波,海外日本,female,Lv.40,655,525,1956,2018-07-26 14:22:00,2019-03-19 14:59:50,feed,出一个资生堂dprogram银色小奶瓶日本带回（用过一次）有妹子收走吗​,4266037766214990,0,6,0
25,享耳短腿婷,天津,female,Lv.43,597,528,9001,2018-07-17 13:21:00,2019-03-19 14:59:54,feed,资生堂的dprogram简直不要太好用啦​,4262760931811332,0,19, 4
26,Hom__,其他,female,Lv.9,96,58,34,2018-06-18 00:25:00,2019-03-19 14:59:59,feed,资生堂旗下的dprogram对于敏感皮来说真的好用，我已经用它八年了！期间换过各种到最后还是用回它！我以前皮肤动不动就过敏发红发烫发痒，坚持用它一段时间以后皮肤状况就变得稳定了，以上症状基本消失，感觉真的是在慢慢调理皮肤！敏感皮真的可以试一试！​,4252056539504806,0,6,0
27,天大地大朴灿烈最大,海外其他,female,Lv.40,106,2034,880,2018-06-13 15:46:00,2019-03-19 15:00:02,feed,朴灿烈之前资生堂dprogram水乳用完了所以小可爱们有没有好用的日本的水乳推给我啊​,4250476398905925,0,45, 15
28,小野妹子学吐槽,海外其他,male,Lv.48,33,18883408,19254,2018-06-06 14:00:00,2019-03-19 15:00:08,feed,不好意思来客串一下美妆博主！最近身边敏感肌宝宝越来越多，感觉自己有必要站出来安利下敏感肌该用什么牌子的护肤品了~~敏感肌宝宝们，推荐你们入手日本资生堂家的dprogram系列~无香料无酒精无防腐剂，是专门的敏感肌护肤品。夏天的防晒隔离首推它家纯物理防晒的小奶瓶，不仅防晒功能强大，且温和不刺​展开全文c,4247912835796419,3112,586, 3099
29,金元_坂道上的yurinrin,江苏南京,female,Lv.44,381,323,10735,2018-04-23 00:50:00,2019-03-19 15:00:13,feed,大家好，吃我安利！！！资生堂·Dprogrammaru同款，了解一下(突然感觉自己用量很少，说服力很低，一応说一下，今天是化妆前刚刚用过小D，所以可信度还是可以的！​,4231768947789084,5,5, 3
30,ZHU禾礼美_MAMa,其他,female,Lv.14,138,179,139,2018-04-12 17:16:00,2019-03-19 15:00:38,feed,不得不说最近快递物流好快啊每天回家都有惊喜看着资生堂dprogram露出了满意的笑容🤗特此感谢帮我种草以及拔草的人们​,4228030933483831,0,19, 3
31,没吃药的喵喵喵,四川成都,female,Lv.36,401,572772,402,2018-04-02 18:34:00,2019-03-19 15:00:41,feed,"【👩🏻‍⚕️敏感肌肤换季大作战】干货‼️又到了敏感肌肤最头疼的换季过敏阶段，我从敏感肌肤到正常肤质，是如何选择护肤品，如何清洁皮肤，还有修复受损皮肤的独家秘笈，这期视频满满的都是干货哟！！【关🐷➕车专🌹➕讠平论】五天后揪1️⃣个老婆,送资生堂DProgram敏感话题乳液，由​展开全文c",4224426578382930,710,154, 866
32,木三日是猥女子,其他,female,Lv.40,630,346,1998,2018-03-24 16:47:00,2019-03-19 15:01:10,feed,资生堂d-program系列的水乳是用到现在唯一会想着回购的阿太适合我了​,4221138299431769,1,25, 4
33,李大米Lidami,浙江宁波,female,Lv.48,1066,1713362,9315,2018-03-07 18:10:00,2019-03-19 15:01:18,feed,【日常买买买反馈】资生堂dprogram敏感话题洁面膏、化妆水、乳液肤质：沙漠干皮，两颊红血丝，敏感肌，超薄皮，不长痘。这个洁面膏真的好用，150g，170rmb左右，超结实，可以用很久很久，洗的干净，不紧绷，脸也不会发疼。化妆水和乳液是买的粉色系列的试用装，对于超敏感薄皮的脸会刺痛的人​展开全文c,4214998576244074,13,72, 85
34,Rliny,上海静安区,male,Lv.48,723,342444,14374,2018-02-23 17:34:00,2019-03-19 15:01:21,feed,#美妆视野##资生堂的女儿们#为敏感肌研发的dprogram就要进驻国内啦​,4210640946175417,136,86, 151
35,现在的我和他n,浙江宁波,female,Lv.14,197,87,28,2018-02-08 10:20:00,2019-03-19 15:01:23,feed,折腾了大半年终于可以不用再一家人住在医院里了下午👨出院可以过一个好年啦资生堂的#D-program#怎么用着脸越来越干越来越干..痘痘倒是不怎么长了2宁波·世纪东方广场​,4205095904864989,0,24, 5
36,野原新芽,海外,female,Lv.4,168,121,574,2018-02-02 22:31:00,2019-03-19 15:01:25,feed,#空瓶就是爱用#•资生堂旗下的dprogramconditioningwash。买他们家系列送的小样20g。总体感觉是用过的最润的洁面，洗完极少会出现紧绷的情况。洗净度一般。应该是非常适合敏感干皮。我作为中性偏干薄肌非常喜欢，计划回购正装。​,4203105341941708,0,1, 3
37,亲自来巡山的大王ww,其他,female,Lv.14,183,99,245,2018-01-19 15:58:00,2019-03-19 15:01:28,feed,昨晚终于新开了个洁面，elta泡沫洁面，之前资生堂的dprogram终于被我用完了感天动地。来夸一夸elta，泡泡非常多，肥肠适合与luna一起使用，幸福感飙升，昨晚我一激动洗澡的时候没卸妆就急着往脸上涂，只能赶紧把手上的冲掉重新涂卸妆，活生生浪费了我3泵。这个真的特别容易起泡泡，大家不要挤太多，我​展开全文c,4197933169977571,1,14, 1
38,超烦脱俗怒小姐,海外日本,female,Lv.43,342,546,4482,2018-01-19 15:00:00,2019-03-19 15:01:30,feed,#空瓶记#资生堂dprogram敏感肌用防晒spf40pa+++摇摇乐的那种质地不是很稀挺润的17年4月蹭免税买的hhh价钱不贵就是很难挤瓶子上全是印子估计不太会回归hhh2日本·东京​,4197918439041473,0,7, 1
39,connieee_yuu,海外新加坡,female,Lv.14,3,44,138,2018-01-18 11:39:00,2019-03-19 15:01:33,feed,资生堂dprogram蓝色敏感肌保湿平衡化妆水2号(滋润)。这瓶23ml的小样是之前在日本买小奶瓶防晒送的一个套装，几乎每天早上用也差不多用了2个星期左右。我是把它倒在化妆棉上然后擦全脸，用量较费，但是吸收好，就算是滋润型我也不觉得粘腻影响后续精华和面霜的吸收。效果怎么说呢，补水还ok，我皮肤不​展开全文c,4197505543379807,0,0, 2
40,种草少女寒寒,海外,female,Lv.43,588,725295,5659,2018-01-15 22:42:00,2019-03-19 15:01:37,feed,资生堂Dprogram|屏蔽微粒子系列这是资生堂Dprogram新出的一个系列其中的精华隔离防护喷雾能够有效的阻隔粉尘，花粉等微小颗粒适合花粉症敏感肌的各位小仙女.L美妆星球种草酱的秒拍视频​,4196585115877868,42,36, 94
41,想得开怪小姐,贵州安顺,female,Lv.23,234,123,130,2018-01-14 16:19:00,2019-03-19 15:01:40,feed,资生堂Dprogram隔离，差点想吃土买CPB了，但是敏感肌不放心，又看了这款，感觉不错​,4196126502366458,1,16, 4
42,反香菜联盟biubiubiu,辽宁营口,female,Lv.39,247,343,1900,2018-01-12 18:09:00,2019-03-19 15:01:55,feed,种草了黛珂植物韵律水乳和资生堂dprogram可是看好多人都说植物韵律用了会起闭口资生堂d系列也太小了吧我这大脸一个月基本就用完所以亲爱的网友们你们有什么推荐的吗​,4195429421222353,0,46, 9
43,2YUI日本代购,海外日本,female,Lv.34,170,757,1104,2018-01-11 20:33:00,2019-03-19 15:02:02,feed,资生堂dprogram化妆水➕乳液​,4195103109427919,0,18, 1
44,我就是锁骨达人,北京朝阳区,male,Lv.48,371,733992,25818,2017-12-29 16:03:00,2019-03-19 15:02:11,feed,我发表了新文章：​调整皮肤平衡状态，恢复皮肤屏障功能，提升皮肤的柔软度和透明度。O资生堂dprogram平衡调理化妆水​,4190324177567828,0,1, 6
45,IceeF15,其他,female,Lv.48,353,274,6526,2017-12-11 19:41:00,2019-03-19 15:02:15,feed,对我来说最有效的是：资生堂Dprogram含传明酸的黄瓶；雅诗兰黛小棕瓶；还有倩碧的VC精华最近八字也很合。,4183861359333281,0,0, 1
46,松冈mayu,海外其他,female,Lv.9,269,100,190,2017-12-07 15:57:00,2019-03-19 15:02:23,feed,12.7dprogram洁面dprogram也是资生堂旗下的不过它很低调适用敏感肌仅有日本国内有卖洁面很温和无味跟芙丽芳丝是一挂的不过泡沫没它多洗完之后也不干适合最近脸很脆弱的我​,4182350244004460,2,16, 3
47,数学天才代购,海外,female,Lv.4,10,2066,257,2017-12-04 19:28:00,2019-03-19 15:02:26,feed,资生堂dprogram，这瓶子真好看​,4181315995717771,0,15, 1
48,塔可夫斯基吃水餃,海外,male,Lv.9,680,230,2837,2017-11-17 22:12:00,2019-03-19 15:02:55,feed,到底是买紫苏水牛油果还是资生堂dprogram还是怡丽丝尔还是健康水？很烦了我想了一天到底要买啥结果还是不知道要买啥有人可以推荐一下吗#资生堂##红腰子##小棕瓶##小灯泡#​,4175196912859177,0,16,0
49,范雯梵文繁文,海外芬兰,female,Lv.35,420,2458,136,2017-09-25 09:57:00,2019-03-19 15:02:58,feed,所以是资生堂的dprogram还是怡丽丝尔？？？各位大佬有推荐的水乳嘛来自纠结网友小范​,4155805357451273,1,35, 13
50,Ou_Nae,上海,female,Lv.22,405,135,3753,2017-09-15 23:33:00,2019-03-19 15:03:00,feed,这个dprogram的敏感肌用卸妆油简直温和到不能想象！！！！已经觉得HABA的卸妆油够温和了没想这个比HABA的还要温和！！而且清洁力度超级好！！再次让我对资生堂dprogram入坑更深！​,4152386777585127,1,21, 11
51,半陌生地带,湖南长沙,male,Lv.48,442,56785,11488,2017-09-07 17:34:00,2019-03-19 15:03:07,feed,资生堂的d-program和benefique国内比较少有人做，对这两个牌子感兴趣的可以让我帮忙带！​,4149397245275920,1,50, 3
52,龚焰焰,其他,female,Lv.30,566,553,527,2017-08-30 09:19:00,2019-03-19 15:03:10,feed,功课看到吐比较想入资生堂dprogram和怡丽丝尔20混油皮到底该入哪个​,4146373567400190,2,89, 15
53,懒猫猫寻,广东深圳,female,Lv.35,2165,399,3893,2017-08-27 20:13:00,2019-03-19 15:03:20,feed,资生堂DProgram敏感话题保湿洗面奶#日妆推荐#​,4145451089724861,0,0, 3
54,淘大阪,海外美国,female,Lv.38,234,22233,2833,2017-08-25 11:03:00,2019-03-19 15:03:35,feed,发布了头条文章：《连代购都分不清的资生堂Dprogram怪不得人家在国内不咋火！》O连代购都分不清的资生堂Dprogram怪不得人家在国内不咋火！​,4144587745849446,29,15, 39
55,Ayano_间桐樱厨,其他,female,Lv.9,269,113,842,2017-08-22 21:35:00,2019-03-19 15:03:39,feed,来repo下资生堂的dprogram，买了黄色的问题肌替换装，用了两个月了吧。觉得水用得太快了QAQ，使用感比不过黛珂和奥尔滨，可能是压力太大没有什么明显改善效果。只能说无功无过，用完这些下次会回去买奥尔滨敷脸。​,4143659643974321,1,17, 7
56,种草少女寒寒,海外,female,Lv.43,588,725312,5659,2017-08-21 19:28:00,2019-03-19 15:03:43,feed,不管你是油性肌，还是干燥肌，甚至是敏感肌，资生堂d-program系列总有一款适合你ヾ(o◕∀◕)ﾉL速报tube的秒拍视频​,4143265277847802,19,23, 87
57,一只苟,广东广州,female,Lv.42,529,1489,1651,2017-08-12 22:41:00,2019-03-19 15:03:48,feed,#资生堂dprogram#Repo7.3开瓶用了一个多月还剩这么多其实我用量很大一开始觉得使用感不好一次都按很多只要洗了脸都拍几次后来发现真是悄无声息的整个皮肤水油和状态都好了超级多（当然也结合低糖饮食）已经是列入回购单了蘑菇水健康水紫苏水流金水后的best不过分不容易啊​,4140052445592718,1,22, 7
58,RIKURIKUTOKYO-东京生活馆,海外,female,Lv.4,68,92,96,2017-05-20 09:58:00,2019-03-19 15:03:58,feed,"現在大部份都市人都有肌膚敏感問題[发呆]dprogram系列是資生堂特別為肌膚敏感人仕而設(沒有敏感肌膚問題的人仕也適用,可防止敏感發生)無論是不同季節或年齡的需要都一應俱全原全關懷照顧到而且產品全部都經過敏感測試哦[嘿哈]​",4109419794983511,0,0,0
59,找丢网北美美容,海外美国,female,Lv.48,213,843939,48343,2017-05-05 01:01:00,2019-03-19 15:04:01,feed,#丢粉评测#资生堂dprogram水乳和洗面奶功课分享，感谢@暴牙少女w-同学投稿。🌸大家对这个系列好像不太熟悉，买之前搜功课简直少之又少，本着资生堂爸爸不会骗我的心态直接买了，的确资生堂诚不欺我，那我就说一下使用心得吧～​,4103848802907584,51,147, 134
60,_西湖没有中秋,澳门其他,female,Lv.9,117,11,327,2016-12-29 14:09:00,2019-03-19 15:04:11,feed,看着购物车就纠结到底是选资生堂dprogram还是选黛珂植物韵律？？不是敏感🐔所以d也无所谓还好吧但植物韵律的话又担心先乳后水容易闭口？？纠结死！​,4058023981038611,0,19, 1
61,Darry_叁九,北京朝阳区,female,Lv.21,311,231,1710,2016-11-16 08:41:00,2019-03-19 15:04:15,feed,水是接二连三的用完了又到交替的时节了...很纠结是继续再买一套呼吸还是入手日本资生堂dprogram敏感话题啊……不知道好用么闭口好烦人​,4042358750709666,0,40, 1
62,语然er-,四川成都,female,Lv.32,438,1550,1079,2016-10-23 19:52:00,2019-03-19 15:04:19,feed,感觉怎么都拍不出瓶子的美貌资生堂旗下的一个小众系列dprogram。蓝色适合混油皮。蓝色分1号2号，1号更适合春夏，2号更滋润适合秋冬。被种草很久，又等待了一个多月今天终于拿到了，心情难以言喻的激动～​,4033830174237111,1,62, 5
63,Jane-viii,广东广州,female,Lv.32,943,379,1416,2016-10-13 20:52:00,2019-03-19 15:04:22,feed,『小新站|日本资生堂D-program让你肌肤不再敏感』O小新站|日本资生堂D-program让你肌肤不再敏感​,4030221487171042,0,0,0
64,小榜姐姐,海外日本,female,Lv.48,145,920603,8323,2016-09-28 14:30:00,2019-03-19 15:04:30,feed,15款人气洗面奶洁面皂的5角战斗图。保湿力，起泡度，洗净力，性价比，洗掉泡沫容易度（这个好像没什么意义）。图1dotfree，黄泥洗面，ansage山田制药，资生堂Dprogram，papawash；图3Minna，Mistral，cetaphil，searun硫磺温泉洁面粉，明色；图5水桥保寿堂，awake，噶米拉，SHUAWA碳酸美容皂，白​展开全文c,4024689451552498,113,36, 181
65,张美丽siu,海外日本,female,Lv.35,264,3708,822,2016-09-08 21:22:00,2019-03-19 15:04:38,feed,siuuu在【小红书】发表的笔记：“资生堂dprogram系列敏感肌的真爱”查看完整笔记>>O网页链接​,4017545516195878,0,25, 1
66,Eva橙小橙,台湾台北市,female,Lv.29,300,323,1782,2016-09-06 09:26:00,2019-03-19 15:04:41,feed,不知惹了哪路花神🌸，臉過敏了。啟動備用資生堂dprogram適用敏感肌，幫助穩定🙊​,4016640465631753,0,20, 4
67,4丁目小安安日本代购,海外日本,female,Lv.23,601,6925,5091,2016-09-03 15:30:00,2019-03-19 15:05:14,feed,资生堂旗下dprogram系列～年轻皮的妹子用最好爱起痘的可以考虑一下哟​,4015644888597578,0,1, 1
68,絲歪Siy,广东广州,female,Lv.41,464,26307,1154,2016-08-16 21:25:00,2019-03-19 15:05:17,feed,#防晒#防晒新入荷.|d.program防晒SPF40·PA+++|资生堂新艳阳夏臻效防晒SPF50·PA++++浅蓝色敏感肌baby专用|耐晒面部专用银管SPF50+PA++++​,4009211207546472,13,41, 38
69,buti-chaser,其他,female,Lv.31,263,1162,511,2016-06-27 16:17:00,2019-03-19 15:05:21,feed,#丢粉评测##洁面#资生堂dprogram敏感话题洁面皂。徒手打的泡不比起泡网，但是搓在脸上也感觉不到摩擦，还是比较绵密，洗得很干净。不属于保湿洁面，也没有愉悦的香气，这有点减分。皂类嘛难免会搓盘子，放到秋冬我会抓狂，但是夏天用的话就能接受，夏天用皂就是神清气爽ꉂ೭(˵¯̴͒ꇴ¯̴͒˵)౨”​,3991014454384549,1,2, 11
70,syuukenn的日本生活,海外日本,female,Lv.36,234,9671,10793,2016-06-17 21:26:00,2019-03-19 15:05:26,feed,“日本资生堂dprogram系列”我的秒拍作品，一起来看~Lsyuukenn的日本生活的秒拍视频（使用#秒拍#录制）​,3987468296251695,1,2,0
71,85年牛,甘肃酒泉,female,Lv.25,620,98,164,2016-05-25 12:50:00,2019-03-19 15:05:33,feed,我看了松島花—資生堂dprogram告白篇，mark一下。L松島花—資生堂dprogram告白篇（分享自@土豆）​,3979003587147433,0,0,0
72,精分小卵子,上海黄浦区,female,Lv.39,683,2419,8876,2016-05-07 17:38:00,2019-03-19 15:05:37,feed,好久没报告资生堂dprogram的水乳真的好好用夏天的水乳去年夏天快结束时候用的也没用出特别天一热一换季节就用出好了混合皮太喜欢水是二号乳是一号会回购✅图二covergirl已经空瓶很早就开第二罐了✅图三图四在死磕这盘虽然进度缓慢但还是爱它可浓可淡明天演唱会也涂这盘@hitpan​,3972552999290236,2,11, 4
73,mimioooo_o,海外,female,Lv.26,1121,213,225,2016-03-30 18:30:00,2019-03-19 15:05:41,feed,护肤混干敏感皮资生堂的敏感话题Dprogram已经用了大概5套了…结果心血来潮去年冬天买了一套一个爹的怡丽丝尔…然后春天就华丽丽的过敏了怪我了…呵呵哒​,3958795296501192,8,200, 27
74,雨瑶瑶瑶,四川成都,female,Lv.45,878,624,10303,2016-03-17 14:46:00,2019-03-19 15:05:45,feed,资生堂dprogram敏感肌​,3954027966311212,0,0, 1
75,rose肉子小日代,海外日本,female,Lv.14,331,1264,2513,2016-02-20 18:22:00,2019-03-19 15:06:50,feed,资生堂D-program的最新隔离！说明如图2日本·东京​,3944660189732785,0,2, 2
76,青宝贝07,海外日本,female,Lv.45,125,3760,8164,2016-01-23 15:56:00,2019-03-19 15:09:22,feed,#资生堂#dprogram前天新上市的隔离防晒美容液。​,3934476692643184,8,11, 8
77,种草少女寒寒,海外,female,Lv.43,588,725353,5659,2016-01-22 20:08:00,2019-03-19 15:09:26,feed,资生堂的敏感肌系列dprogram推出的粉饼，推荐敏感肌的妹子使用，无香料无添加，质地轻薄，不会阻塞毛孔，肌肤零负担，持妆久而且遮盖力优秀，可遮盖面部色斑、毛孔等瑕疵。售价：4000日元​,3934177642294735,37,38, 85
78,卍岁娘,海外日本,female,Lv.48,1525,165275,6827,2015-08-31 22:18:00,2019-03-19 15:09:28,feed,看到各种药妆总结，也写一点国内热门的药妆已经各种推荐了，我就说说国内不热门但是比很多热门药妆都好用、全系品质稳定基本不会踩雷、全系平均分在我眼里高于80分的品牌。koseastablanc及predia，资生堂dprogram，宝洁illume，花王sofina及curel，只是简单推荐不是总结！O6品牌国内不火但全系不错的日本药妆l​,3882026572695543,228,60, 172
79,Eunice小鱼日本代购,上海浦东新区,female,Lv.42,109,17862,2145,2015-06-12 07:34:00,2019-03-19 15:09:39,feed,【敏感肌推】#资生堂dprogram敏感系列#蓝色：调整水油平衡用；还有黄色款：痘痘肌用。以温和，低刺激，保湿，防敏感为基础～​,3852813123772113,2,6, 9
80,mon_nommm2013,其他,female,Lv.29,1001,488,141,2015-04-15 15:54:00,2019-03-19 15:09:44,feed,#四月空瓶记#四月空瓶：cpb水磨精华，资生堂dprogram黄色系列水乳，星期四农场茶树啫喱，南方混油皮，资深痘肌以下纯属个人使用感受@功课菌​,3831920356153909,23,94, 83
